freq	total_cov	major_cov	minor_cov
0.148351669	47	40	7
0.145213604	48	41	7
0.145444393	48	41	7
0.145698547	48	41	7
0.14554739	48	41	7
0.14495039	48	41	7
0.175024986	40	33	7
0.195149422	40	32	8
0.192525864	36	29	7
0.183562756	38	31	7
0.154879093	45	38	7
0.192816257	74	49	15
0.162364006	55	46	9
0.183474541	49	40	9
0.163313866	55	46	9
0.163366318	55	46	9
0.163255215	55	46	9
0.130237103	69	60	9
0.14947176	60	51	9
0.146735668	62	52	9
0.154899597	58	49	9
0.114185333	76	67	9
0.119337082	69	60	8
0.12618494	69	60	9
0.119634151	75	66	9
0.138121605	65	56	9
0.10877943	74	65	8
0.0989303589	91	82	9
0.0961880684	91	82	9
0.39118576	46	28	18
0.170073032	47	39	8
0.299416065	60	42	18
0.145289898	55	47	8
0.145263672	55	47	8
0.11575985	69	61	8
0.333015919	69	46	23
0.418261528	55	32	23
0.37072134	54	34	20
0.238663673	54	41	13
0.271951199	58	42	15
0.199900627	40	32	8
0.124912739	40	35	5
0.0542354584	92	87	5
0.404645443	36	21	14
0.388655186	36	22	14
0.388912201	36	22	14
0.388828754	36	22	14
0.388903141	36	22	14
0.304093361	46	32	14
0.195666313	46	36	9
0.195341587	46	37	9
0.210752964	52	38	9
0.269082546	52	38	14
0.208991051	43	34	9
0.324328899	43	29	14
0.208786011	43	34	9
0.209033966	43	34	9
0.310883999	45	31	14
0.163285732	55	46	9
0.176372051	51	42	9
0.108807564	55	49	6
0.355047703	76	49	27
0.371219635	70	44	26
0.387417316	70	42	26
0.399096966	70	42	28
0.386716366	70	42	27
0.376349449	70	42	26
0.39978838	70	42	28
0.348305702	66	43	23
0.0832257271	60	55	5
0.106897354	56	50	6
0.223705769	58	45	13
0.309072971	42	29	13
0.325088024	40	27	13
0.349989414	40	26	14
0.371051311	35	22	13
0.382548809	34	21	13
0.142595768	56	48	8
0.153819561	52	44	8
0.17358017	46	38	8
0.205535889	68	54	14
0.206094265	68	54	14
0.212138176	66	52	14
0.205753326	68	54	14
0.211870193	66	52	14
0.231537342	69	53	16
0.250369549	60	45	15
0.319106579	50	34	16
0.220257759	68	53	15
0.220528603	68	53	15
0.219846249	68	53	15
0.220005035	68	53	15
0.144049644	40	34	6
0.160466194	37	31	6
0.161827087	37	31	6
0.13716507	43	37	6
0.109382153	55	49	6
0.108940601	55	49	6
0.146161079	41	35	6
0.365485668	41	26	15
0.365807533	41	26	15
0.340691566	44	29	15
0.416880131	36	21	15
0.416202068	36	21	15
0.521769524	46	24	22
0.24976635	64	48	16
0.109269142	73	65	8
0.285795212	77	55	22
0.412689209	75	44	31
0.519845009	75	39	36
0.462732792	67	36	31
0.46312809	67	36	31
0.517246246	58	30	28
0.545519352	55	30	25
0.576843739	52	30	22
0.399855137	55	33	22
0.446358204	56	31	25
0.260640621	57	42	15
0.245709419	61	46	15
0.262261868	61	45	16
0.196608543	66	53	13
0.177525043	73	60	13
0.197293758	81	65	16
0.200171471	80	64	16
0.242666245	66	50	16
0.17500639	40	33	7
0.178984642	39	32	7
0.166602135	42	35	7
0.166515827	42	35	7
0.166735649	42	35	7
0.151916504	46	39	7
0.151666164	46	39	7
0.567077637	37	21	16
0.480403423	25	13	12
0.480098724	25	13	12
0.446665764	27	14	12
0.210677147	80	62	17
0.163986683	55	46	9
0.15003109	60	51	9
0.183494568	49	40	9
0.182393551	49	40	9
0.183847904	49	39	9
0.209225178	43	34	9
0.212051392	42	33	9
0.21417141	42	33	9
0.199814796	45	36	9
0.23167944	56	43	13
0.230683804	56	43	13
0.337605	65	43	22
0.303802967	72	50	22
0.305457592	72	50	22
0.218333721	59	46	13
0.219247818	59	46	13
0.218827248	59	46	13
0.203048229	64	51	13
0.202795029	64	51	13
0.264111042	72	53	19
0.296649933	64	45	19
0.283468246	67	48	19
0.285675526	67	47	19
0.290043831	66	46	19
0.20876503	91	72	19
0.209113598	91	72	19
0.199667454	95	76	19
0.197775841	96	77	19
0.189955235	100	81	19
0.189725399	100	81	19
0.186198235	102	83	19
0.185914993	102	83	19
0.183871746	102	83	19
0.18607235	102	83	19
0.180868626	105	86	19
0.14948082	80	68	12
0.161761761	74	62	12
0.371205807	94	59	35
0.371867657	94	59	35
0.361732006	97	61	35
0.346287727	101	66	35
0.311103344	90	62	28
0.311109543	90	62	28
0.311141968	90	62	28
0.284505844	98	70	28
0.314616203	89	61	28
0.39626503	101	61	40
0.416749954	96	56	40
0.408025265	76	45	31
0.37901783	71	44	27
0.380403996	50	31	19
0.349668503	80	52	28
0.409725189	83	49	34
0.414844036	82	48	34
0.541184902	85	46	39
0.169659615	94	78	16
0.185944557	86	69	16
0.266530991	30	22	8
0.299702168	30	21	9
0.469329834	64	34	30
0.4686656	64	34	30
0.491724014	61	31	30
0.491644859	61	31	30
0.491856098	61	31	30
0.491559029	61	31	30
0.499973297	60	30	30
0.557830811	52	29	23
0.0914773941	109	99	10
0.0918188095	109	98	10
0.111930847	107	95	12
0.0933456421	107	97	10
0.0941004753	105	95	10
0.107325554	93	83	10
0.107151031	93	83	10
0.106626511	93	83	10
0.110998631	90	80	10
0.0758004189	92	85	7
0.0735592842	88	81	6
0.232702732	90	69	21
0.255292416	90	67	23
0.288479805	97	69	28
0.297877789	94	66	28
0.160963058	80	67	13
0.35716486	84	54	30
0.428281784	70	40	30
0.320529938	34	23	11
0.367772579	68	43	25
0.378534317	66	41	25
0.337656021	74	49	25
0.29733181	84	59	25
0.320600033	78	53	25
0.315879345	76	52	24
0.135927677	44	38	6
0.213891506	28	22	6
0.149783134	60	51	9
0.19987154	25	20	5
0.200125217	25	20	5
0.199807644	25	20	5
0.199807644	25	20	5
0.230622292	26	20	6
0.230508804	26	20	6
0.214310646	28	22	6
0.214099884	28	22	6
0.151219845	33	28	5
0.156760216	33	26	5
0.142722607	35	30	5
0.290955544	31	22	9
0.28990221	31	22	9
0.169261932	53	44	9
0.166770458	54	44	9
0.142271042	70	60	10
0.128435135	70	61	9
0.0956664085	62	56	6
0.197594643	85	67	17
0.184545994	76	53	11
0.151587486	74	52	10
0.145743847	105	88	17
0.173552036	59	46	10
0.16157198	67	55	12
0.127043247	65	54	8
0.14817667	54	46	8
0.0777864456	99	87	9
0.17073679	62	51	11
0.270999908	48	34	14
0.069814682	94	87	7
0.0719928741	94	87	7
0.0589051247	124	115	9
0.0584273338	118	111	7
0.0820889473	104	94	9
0.0916175842	64	57	6
0.17073822	54	44	10
0.221915722	53	36	12
0.176261425	56	45	11
0.199727535	80	64	16
0.224475861	79	59	17
0.213465214	79	62	17
0.239348412	71	54	17
0.265323162	64	47	17
0.269719124	63	46	17
0.269728661	63	46	17
0.195815563	61	49	12
0.0702013969	81	75	6
0.0662837029	90	84	6
0.455122948	55	30	25
0.471549511	53	28	25
0.509892941	49	25	24
0.511478424	49	25	24
0.510170937	49	25	24
0.510408878	49	25	24
0.480798721	52	27	25
0.480669498	52	27	25
0.479292393	52	27	25
0.478367329	52	27	24
0.480706215	52	27	25
0.47895956	52	27	24
0.498985291	48	24	24
0.500471592	48	24	24
0.196300983	56	45	11
0.199802399	55	44	11
0.244121075	45	34	11
0.250716209	48	34	12
0.389687538	41	25	16
0.420078278	62	36	26
0.367949009	57	36	21
0.350554466	60	39	21
0.289676189	31	22	9
0.289979935	31	22	9
0.322305202	31	21	10
0.681046009	22	15	7
0.636462212	22	14	8
0.681510925	22	15	7
0.665393353	21	14	7
0.583300591	24	14	10
0.27221489	33	24	9
0.286762714	31	22	9
0.199984074	45	36	9
0.1720047	52	43	9
0.194502354	46	37	9
0.173053741	52	43	9
0.172498703	51	42	9
0.369552612	46	29	17
0.292664528	58	41	17
0.11017704	62	54	7
0.418910027	43	25	18
0.382730007	47	29	18
0.337543964	54	36	18
0.321485519	56	38	18
0.32189846	56	38	18
0.310222149	58	40	18
0.322565079	60	40	19
0.216599941	83	65	18
0.216247559	83	65	18
0.206187725	87	69	18
0.208960056	86	68	18
0.209139347	86	68	18
0.0791425705	85	77	7
0.0881466866	79	72	7
0.155676842	45	38	7
0.155016422	45	38	7
0.174931526	40	33	7
0.174613953	40	33	7
0.16994524	40	33	7
0.148570538	47	40	7
0.475938082	58	26	26
0.441091537	59	33	26
0.364075661	72	45	26
0.296226025	88	62	26
0.297656536	88	61	26
0.394463062	76	46	30
0.208090782	96	76	20
0.213456154	98	77	21
0.205807209	97	77	20
0.0927643776	86	78	8
0.0926671028	86	78	8
0.0929064751	86	78	8
0.117050171	68	60	8
0.11759758	68	60	8
0.298420906	77	54	23
0.127026081	94	82	12
0.137707233	86	74	12
0.138968468	86	74	12
0.139128208	86	74	12
0.394238949	28	17	11
0.399849892	25	15	10
0.310702324	29	20	9
0.222205639	27	21	6
0.394691944	38	23	15
0.428542614	35	20	15
0.297775269	47	33	14
0.523394108	53	27	25
0.24998045	56	42	14
0.221969128	63	49	14
0.146119595	60	51	9
0.163529396	55	46	9
0.195709705	46	37	9
0.57708025	26	15	11
0.602787018	25	15	10
0.483801842	31	16	15
0.454545021	33	18	15
0.340687752	44	29	15
0.340867996	44	29	15
0.34102869	44	29	15
0.340878963	44	29	15
0.237405777	80	61	19
0.237544537	80	61	19
0.420331001	81	47	34
0.41965723	81	47	34
0.486292362	82	42	40
0.487731934	82	42	40
0.512494087	80	41	39
0.496851444	80	40	39
0.505767345	87	44	43
0.586658001	75	44	31
0.662042141	71	47	24
0.867806911	51	44	7
0.735514164	60	44	16
0.224309921	84	65	19
0.263957977	72	53	19
0.263813496	72	53	19
0.263801098	72	53	19
0.279339314	68	49	19
0.25347662	75	56	19
0.253219604	75	56	19
0.251673698	75	56	19
0.279555798	68	49	19
0.28004837	68	49	19
0.150917053	53	45	8
0.147957802	54	46	8
0.166851997	48	40	8
0.243365288	86	65	21
0.332977772	108	72	36
0.338835239	118	78	40
0.277354717	109	78	30
0.229217052	109	84	25
0.229718208	109	84	25
0.30327177	102	71	31
0.284947872	98	70	28
0.361030102	72	46	26
0.376224518	69	43	26
0.231854916	69	53	16
0.297305107	59	40	16
0.407562256	54	32	22
0.292505741	54	38	16
0.372371197	58	32	20
0.388085365	67	41	26
0.260090351	73	54	19
0.40326786	62	37	25
0.403141499	62	37	25
0.259304523	50	37	13
0.318631649	47	32	15
0.196838856	55	44	11
0.186088562	43	35	8
0.326056004	46	31	15
0.506960392	59	30	29
0.56307745	71	40	31
0.578334808	83	48	35
0.566456318	90	51	39
0.652915955	72	47	25
0.560049057	75	42	33
0.560163498	75	42	33
0.559562206	75	42	33
0.603677273	83	50	33
0.568350792	69	38	29
0.579717636	69	40	29
0.430710793	68	39	29
0.403044701	67	40	27
0.409882069	66	39	27
0.40890789	66	39	27
0.181545258	65	53	12
0.199537277	65	52	13
0.188619137	68	55	13
0.213525295	70	55	15
0.157741547	57	47	9
0.263068199	57	42	15
0.311226845	45	31	14
0.177827358	45	36	8
0.467133045	47	25	22
0.357936382	67	43	24
0.537373066	67	36	31
0.497218132	67	31	29
0.38666153	64	34	23
0.158757687	44	37	7
0.228354454	61	47	14
0.242008209	57	43	13
0.0779247284	103	94	8
0.0816121101	110	101	9
0.0814347267	110	101	9
0.0814170837	110	101	9
0.10343647	146	130	15
0.104637146	143	128	15
0.106267452	141	126	15
0.106114388	141	126	15
0.131421566	114	99	15
0.156044006	96	81	15
0.154286385	96	81	15
0.134431839	104	90	14
0.122473717	122	107	15
0.131356239	114	99	15
0.108561039	92	82	10
0.108360767	92	82	10
0.108933926	92	81	10
0.100105762	100	89	10
0.117623806	93	82	11
0.295316219	44	31	13
0.240544796	54	41	13
0.259180069	54	40	14
0.276785374	47	34	13
0.276350498	47	34	13
0.276288033	47	34	13
0.254775524	51	38	13
0.22920084	48	37	11
0.210362434	38	30	8
0.199797153	45	36	9
0.157578468	57	48	9
0.179887295	50	41	9
0.17970705	50	41	9
0.12301302	73	64	9
0.359163284	25	16	9
0.301973343	23	16	7
0.18593359	43	35	8
0.186361313	43	35	8
0.139964104	57	49	8
0.129178524	62	52	8
0.142987728	55	47	8
0.147966862	54	46	8
0.147152424	54	46	8
0.143865108	54	46	8
0.147881031	54	46	8
0.129646301	61	53	8
0.130193233	61	53	8
0.130743027	61	53	8
0.126914024	63	55	8
0.126863956	63	55	8
0.126890659	63	55	8
0.128060818	62	54	8
0.0996670723	80	72	8
0.21587944	37	29	8
0.454498291	11	6	5
0.454413891	11	6	5
0.344779015	58	38	20
0.344917297	58	38	20
0.252988338	79	59	20
0.252219677	79	59	20
0.256071568	78	58	20
0.262957096	76	56	20
0.246955395	81	61	20
0.283685684	70	50	20
0.274911404	70	50	19
0.285195827	70	50	20
0.228247643	87	67	20
0.227806091	87	67	20
0.111902714	98	87	11
0.135142803	63	54	9
0.18305397	60	49	11
0.135258675	81	70	11
0.126186848	87	76	11
0.126351833	87	75	11
0.0953874588	52	47	5
0.0979437828	51	46	5
0.0978245735	51	46	5
0.098048687	51	46	5
0.0977063179	51	46	5
0.0765419006	65	60	5
0.0764307976	65	60	5
0.076590538	65	60	5
0.0679092407	73	68	5
0.0705513954	69	64	5
0.0724234581	69	64	5
0.0724005699	69	64	5
0.131932259	53	46	7
0.127202988	55	48	7
0.126748562	55	48	7
0.131867409	53	46	7
0.151784897	46	39	7
0.17058897	41	34	7
0.170960426	41	34	7
0.155230999	45	38	7
0.148790359	52	44	8
0.134465218	52	45	7
0.116593361	60	53	7
0.116611481	60	53	7
0.117250443	60	52	7
0.11243391	62	55	7
0.112558842	62	55	7
0.333631039	30	20	10
0.333227634	30	20	10
0.333272934	30	20	10
0.399993896	40	24	16
0.275559902	58	42	16
0.232223511	43	33	10
0.232325554	43	33	10
0.183092117	55	44	10
0.11708498	51	45	6
0.117296219	51	45	6
0.113023758	53	47	6
0.113086224	53	47	6
0.112852097	53	47	6
0.117482185	51	45	6
0.0997543335	60	54	6
0.152061462	46	38	8
0.231762409	43	27	9
0.60037899	50	30	20
0.600198746	50	30	20
0.612161636	49	30	19
0.612440586	49	30	19
0.517448902	58	30	28
0.545465946	55	30	25
0.545646191	55	30	25
0.588256836	51	30	21
0.458226204	48	26	22
0.458306789	48	26	22
0.345436573	81	53	28
0.318334579	88	60	28
0.321584225	87	59	28
0.321805954	87	59	28
0.321164131	87	59	28
0.327720642	87	58	28
0.341401577	82	54	28
0.345460892	81	53	28
0.345387459	81	53	28
0.345430851	81	53	28
0.0862374306	81	74	7
0.16293335	92	77	15
0.229436874	87	67	20
0.210412979	76	60	16
0.210032463	76	60	16
0.210114002	76	60	16
0.209022999	76	60	16
0.270495415	59	43	16
0.26919508	59	43	16
0.227816105	57	44	13
0.227924824	57	44	13
0.162605762	43	36	7
0.264591694	34	25	9
0.266648293	34	25	9
0.264183998	34	25	9
0.243187904	37	28	9
0.242189884	37	28	9
0.246328354	36	27	9
0.249778271	36	27	9
0.249790668	36	27	9
0.249855995	36	27	9
0.249677181	36	27	9
0.230459213	39	30	9
0.226876736	39	30	9
0.23646307	38	29	9
0.199620247	45	36	9
0.199980259	45	36	9
0.228257179	57	44	13
0.244632721	57	43	14
0.228197098	57	44	13
0.229551792	57	43	13
0.183459759	60	49	11
0.182506084	60	49	11
0.342652321	75	49	26
0.356194973	62	36	21
0.339142323	62	41	21
0.439506531	66	37	29
0.35642004	65	41	23
0.3499403	60	39	21
0.483327389	60	31	29
0.309058666	65	43	19
0.338359356	65	43	22
0.428726673	63	36	27
0.135611534	59	50	8
0.152147293	59	50	9
0.187629223	53	43	10
0.208064556	48	38	10
0.235329151	48	36	11
0.248910427	40	30	10
0.195051193	51	41	10
0.155457497	90	76	14
0.163311481	91	76	15
0.155222416	91	76	14
0.18693924	80	65	15
0.195819855	51	41	10
0.256340504	74	55	19
0.214238167	84	66	18
0.214195728	84	66	18
0.214326859	84	66	18
0.230175018	80	61	18
0.232078075	80	61	18
0.219182014	84	64	18
0.237233639	80	61	19
0.236715317	76	58	18
0.221592903	72	56	16
0.305499077	55	37	16
0.290240765	55	39	15
0.33936739	53	35	18
0.111975193	80	71	9
0.202362537	79	63	16
0.213099003	75	59	16
0.253665924	63	47	16
0.40002203	50	30	20
0.399825573	50	30	20
0.357845306	56	36	20
0.375040054	48	30	18
0.321147919	56	38	18
0.138338089	65	56	9
0.142748833	63	54	9
0.136824608	64	55	9
0.308342934	81	56	25
0.136706352	51	44	7
0.136901855	51	44	7
0.0915927887	76	69	7
0.21876049	132	103	29
0.296276569	98	69	29
0.295964718	98	68	29
0.253789902	114	85	29
0.206849575	87	69	18
0.117789268	91	80	11
0.123714924	89	78	11
0.123482704	89	78	11
0.117039204	94	82	11
0.169155121	65	54	11
0.127014637	85	74	11
0.124312878	88	77	11
0.125813961	87	76	11
0.126276493	87	76	11
0.121828079	90	79	11
0.11515379	95	84	11
0.119075298	59	51	7
0.0903530121	77	70	7
0.0927801132	75	68	7
0.0852131844	82	75	7
0.085498333	82	74	7
0.082971096	84	77	7
0.0831718445	84	77	7
0.0932712555	82	74	8
0.086288929	81	74	7
0.0676784515	88	82	6
0.0706267357	88	81	6
0.0677714348	88	82	6
0.0680875778	88	82	6
0.0709114075	84	78	6
0.545470238	11	6	5
0.545492649	11	6	5
0.213669777	126	99	27
0.221689701	153	119	34
0.214370728	153	120	33
0.182535172	153	125	28
0.215572834	153	120	33
0.213817596	154	121	33
0.196856499	159	127	31
0.196900368	159	127	31
0.208650112	153	121	32
0.446942806	38	21	17
0.316030979	38	26	12
0.416530609	60	35	25
0.417561531	60	35	25
0.417259216	72	42	30
0.389814377	261	159	102
0.394203186	261	158	103
0.429620266	114	65	49
0.302331448	76	53	23
0.447272301	76	42	34
0.380863667	42	26	16
0.229699612	61	47	14
0.229735374	61	47	14
0.199902058	70	56	14
0.199920654	70	56	14
0.154907227	90	76	14
0.155226231	90	76	14
0.168322086	84	69	14
0.170090675	86	71	14
0.173843384	86	71	15
0.170159817	88	73	15
0.159375668	88	74	14
0.172211647	81	67	14
0.437317371	16	9	7
0.437709808	16	9	7
0.533689499	15	8	7
0.194963455	41	33	8
0.194858074	41	33	8
0.1947155	41	33	8
0.122461796	57	50	7
0.138831615	57	49	8
0.152637482	51	43	8
0.152043343	46	39	7
0.151761055	46	39	7
0.1518116	46	39	7
0.328104496	64	43	21
0.364730358	66	41	24
0.441518784	77	43	34
0.285308361	84	60	24
0.378796101	95	59	36
0.379261494	95	59	36
0.297556877	101	70	30
0.297316074	101	71	30
0.296479225	101	70	30
0.154230595	97	82	15
0.155377865	97	81	15
0.154284477	97	82	15
0.154598713	97	82	15
0.227254868	70	54	16
0.231027603	70	53	16
0.228246689	70	54	16
0.228234768	70	54	16
0.216469765	74	58	16
0.343619823	78	51	27
0.4892869	47	24	23
0.0629396439	95	89	6
0.110663891	108	96	12
0.110676765	115	101	13
0.104642391	124	111	13
0.109522343	125	111	14
0.106323242	122	109	13
0.10609436	122	109	13
0.177623272	144	118	26
0.170915127	135	111	23
0.131937027	121	105	16
0.127327442	125	109	16
0.12887907	124	108	16
0.13410759	119	103	16
0.343245506	67	44	23
0.483250618	60	31	29
0.491501808	59	30	29
0.333084583	87	58	29
0.318668365	91	62	29
0.31815052	91	62	29
0.21479845	107	84	23
0.21468401	107	84	23
0.197657108	106	85	21
0.121647358	106	93	13
0.110843182	99	88	11
0.102441311	107	96	11
0.132896423	83	72	11
0.290339947	86	61	25
0.293512344	87	61	25
0.279466152	89	64	25
0.252532482	95	71	24
0.300877571	83	58	25
0.301232815	83	57	25
0.317420483	76	51	24
0.327670574	76	51	25
0.317421436	76	51	24
0.304675579	82	57	25
0.306230545	82	57	25
0.145864964	89	76	13
0.145163536	89	76	13
0.146508694	89	75	13
0.149004936	101	85	15
0.163661957	92	76	15
0.164679527	92	76	15
0.164785385	91	75	15
0.173535347	91	75	16
0.211377144	90	71	19
0.21105957	91	71	19
0.194355965	72	58	14
0.139463425	127	108	18
0.135887146	154	133	21
0.166646957	254	210	42
0.191924572	205	164	39
0.19808054	211	169	42
0.190928936	224	181	43
0.16661787	210	174	35
0.185834408	204	166	38
0.109414577	159	141	18
0.0896034241	167	152	15
0.102189541	147	131	15
0.097342968	153	138	15
0.0979037285	153	138	15
0.10347271	144	129	15
0.0518240929	134	127	7
0.0518498421	134	127	7
0.0518684387	134	126	7
0.216096401	97	76	21
0.224284649	98	76	22
0.153063774	110	92	17
0.189543247	111	90	21
0.196418762	106	85	21
0.202121735	104	83	21
0.137013912	124	107	17
0.134674072	154	133	21
0.118340969	177	156	21
0.116931915	179	158	21
0.102350712	224	201	23
0.0716195107	179	166	13
0.0500187874	198	187	11
0.210650444	57	45	12
0.121577263	74	64	9
0.272621155	66	48	18
0.272939205	66	48	18
0.116829872	77	68	9
0.216424942	60	47	13
0.174931526	80	66	14
0.161967278	80	67	13
0.158056259	82	69	13
0.197749138	91	73	18
0.206808567	87	69	18
0.231117249	78	60	18
0.172719955	75	62	13
0.196178913	78	59	14
0.230595112	78	60	18
0.136181355	88	76	12
0.196594238	66	53	13
0.236605167	55	42	13
0.0634698868	78	73	5
0.0636730194	78	73	5
0.0850934982	54	49	5
0.0930175781	54	48	5
0.0904769897	54	49	5
0.237997532	63	48	15
0.210051537	71	56	15
0.211398125	71	56	15
0.273017883	84	61	23
0.273760319	84	61	23
0.274054527	84	61	23
0.247074127	93	70	23
0.2576437	93	69	24
0.23443985	98	75	23
0.234535217	98	75	23
0.118292332	82	69	9
0.116541862	77	68	9
0.11413765	61	54	7
0.235833645	68	52	16
0.216364861	74	58	16
0.228351593	70	54	16
0.202732086	84	67	17
0.190253735	84	68	16
0.190729618	84	68	16
0.190429688	84	68	16
0.15820837	101	85	16
0.192499638	83	67	16
0.221683979	72	56	16
0.222046852	72	56	16
0.217749119	72	56	16
0.209269047	105	83	22
0.264578819	83	61	22
0.237213135	93	71	22
0.115187168	104	92	12
0.115345955	104	92	12
0.115067005	104	92	12
0.100718975	89	80	9
0.0997395515	90	81	9
0.104160309	86	77	9
0.104896069	86	77	9
0.104727268	86	76	9
0.145926952	64	53	9
0.0971169472	62	55	6
0.097776413	62	55	6
0.0979914665	61	55	6
0.277792931	86	62	24
0.368982792	122	77	45
0.368434429	122	77	45
0.375142097	120	75	45
0.374974251	120	75	45
0.374662399	120	75	45
0.487769604	78	40	38
0.493315697	75	38	37
0.461651325	80	43	37
0.118345261	59	52	7
0.118667126	59	52	7
0.102440834	68	61	7
0.102803707	68	61	7
0.102603436	68	61	7
0.102678776	68	61	7
0.305596828	62	43	19
0.356699467	67	43	24
0.389768124	59	36	23
0.328120708	67	45	22
0.333099842	69	46	23
0.327700138	58	39	19
0.240228653	79	60	19
0.237348557	80	61	19
0.0928449631	75	68	7
0.0871329308	80	73	7
0.224644661	49	38	11
0.306055069	49	34	15
0.272864342	55	40	15
0.270171642	67	48	18
0.269321918	67	49	18
0.267493725	67	49	18
0.286493301	63	45	18
0.310015202	58	40	18
0.310604095	58	40	18
0.315555096	57	39	18
0.33982563	54	35	18
0.331604004	54	36	18
0.29957056	60	42	18
0.225078583	71	55	16
0.263393402	110	81	29
0.105448723	104	93	11
0.124666691	88	77	11
0.124878407	88	77	11
0.124971867	88	76	11
0.11321497	78	69	9
0.114750385	78	69	9
0.115274429	78	69	9
0.115116596	78	69	9
0.115117073	78	69	9
0.179166317	78	64	14
0.21550703	64	50	14
0.223317623	62	48	14
0.199690342	35	28	7
0.268932343	26	19	7
0.200796127	39	31	8
0.175978184	108	89	19
0.22358942	86	66	19
0.223283768	85	66	19
0.225568771	85	65	19
0.223069668	85	66	19
0.212265968	61	48	13
0.197143078	66	53	13
0.196609497	66	53	13
0.195245743	66	53	13
0.223824024	85	65	19
0.136703014	52	42	7
0.16907692	45	37	8
0.229649067	48	36	12
0.193832397	61	49	12
0.157721996	76	64	12
0.111826897	63	55	7
0.111052513	63	56	7
0.203288555	59	47	12
0.203019619	59	47	12
0.203332424	68	53	13
0.194450855	68	53	13
0.185119629	71	56	13
0.171686649	64	53	11
0.207303524	77	61	16
0.150357246	73	62	11
0.136233807	66	57	9
0.126857281	63	55	8
0.128773212	62	54	8
0.113818169	52	46	6
0.634925365	27	17	9
0.334569454	18	12	6
0.33322525	18	12	6
0.149812222	40	34	6
0.166778564	36	30	6
0.166293621	36	30	6
0.162350178	37	31	6
0.162140846	37	31	6
0.162227631	37	31	6
0.149878502	40	34	6
0.150160313	40	34	6
0.120148182	51	44	6
0.117610931	51	45	6
0.108896255	55	49	6
0.182805538	71	58	13
0.185730934	70	57	13
0.185789585	70	56	13
0.185359478	70	57	13
0.185584545	70	57	13
0.185087681	70	57	13
0.190910816	68	55	13
0.188946724	68	55	13
0.185843468	70	57	13
0.168269157	77	64	13
0.417126179	76	44	32
0.390512466	75	44	24
0.118565559	59	52	7
0.10395813	67	60	7
0.116269112	67	59	8
0.210292816	38	30	8
0.228075504	57	44	13
0.279004097	57	41	16
0.368152142	57	36	21
0.490580082	55	28	27
0.490987301	55	28	27
0.28262949	53	38	15
0.386930943	67	41	26
0.520254612	59	30	28
0.237176895	59	45	14
0.325258255	43	29	14
0.0969367027	92	83	9
0.107861519	83	74	9
0.162099361	74	62	12
0.154982567	103	87	16
0.209935665	100	79	21
0.208360195	100	79	21
0.136865616	73	63	10
0.164330959	73	61	12
0.164106846	73	61	12
0.1711092	70	58	12
0.168863297	70	58	12
0.171383858	70	58	12
0.182427883	70	57	13
0.17135191	70	58	12
0.168199539	71	59	12
0.168746471	71	59	12
0.172710419	68	56	12
0.186961174	63	51	11
0.14032793	71	61	10
0.621761322	73	45	27
0.12614727	79	69	10
0.129458904	77	67	10
0.121260166	82	72	10
0.178257942	56	46	10
0.22162962	45	35	10
0.13558197	44	38	6
0.130416393	46	40	6
0.199319363	30	24	6
0.104939461	57	51	6
0.312215805	64	44	20
0.332587719	64	38	20
0.261786938	69	51	18
0.249512672	72	54	18
0.22810173	70	54	16
0.14891386	70	54	10
0.152407646	59	50	9
0.184826374	81	66	15
0.202352524	74	59	15
0.205588341	74	58	15
0.132471085	68	59	9
0.0859231949	100	91	9
0.0702738762	110	102	8
0.257032394	35	26	9
0.257040977	35	26	9
0.301356792	63	44	19
0.296813488	64	45	19
0.297025204	64	45	19
0.287941456	66	47	19
0.287724495	66	47	19
0.287332058	66	47	19
0.283457279	67	48	19
0.316567421	60	41	19
0.316547871	60	41	19
0.316436291	60	41	19
0.301495552	63	44	19
0.126725674	47	41	6
0.12687397	63	55	8
0.0887637138	90	82	8
0.0891513824	90	82	8
0.166277409	90	75	15
0.0875301361	91	83	8
0.0910077095	91	76	8
0.164614201	91	76	15
0.0875930786	91	83	8
0.160879135	67	56	11
0.150161743	67	56	10
0.152361393	59	50	9
0.218627453	45	35	10
0.219223976	41	32	9
0.304133892	69	48	21
0.291614056	72	51	21
0.291604996	72	51	21
0.29070282	89	63	26
0.24973774	99	74	24
0.234785557	102	78	24
0.234203339	102	78	24
0.266291618	90	66	24
0.177007198	79	65	14
0.156485558	89	75	14
0.422803879	33	19	14
0.424154282	33	19	14
0.42421484	33	19	14
0.423975945	33	19	14
0.424136162	33	19	14
0.254265308	55	41	14
0.254499912	55	41	14
0.254926682	55	41	14
0.260232925	30	22	8
0.194129944	36	29	7
0.183756351	38	31	7
0.183889389	38	31	7
0.11222744	54	47	6
0.137144566	51	44	7
0.124481201	55	48	7
0.14520216	48	41	7
0.371416569	35	22	13
0.23404789	64	49	15
0.317322254	63	43	20
0.317583084	63	43	20
0.343801498	59	38	20
0.3446064	58	38	20
0.444514275	45	25	20
0.348772526	43	28	15
0.36614275	41	26	15
0.357264519	42	27	15
0.340937614	44	29	15
0.341341972	44	29	15
0.142587185	84	72	12
0.149303913	87	74	13
0.130376816	92	80	12
0.146345615	82	70	12
0.157614231	76	64	12
0.228436947	61	47	14
0.273827553	73	53	20
0.181128502	33	27	6
