Dormstart_date,Firstread_date,Strain,Rep,Inoculum,Dilution,Colonies
15-Aug-13,30-Aug-13,ATCC43928,3,50,5,65
15-Aug-13,30-Aug-13,ATCC43928,4,50,5,58
30-Jan-13,6-Sep-13,KBS0714,1,100,0.02,13
30-Jan-13,6-Sep-13,KBS0714,2,100,0.02,4
30-Jan-13,6-Sep-13,KBS0714,3,100,0.02,17
30-Jan-13,6-Sep-13,KBS0714,4,100,0.02,12
13-Feb_13,6-Sep-13,KBS0724,1,25,3,34
13-Feb_13,6-Sep-13,KBS0724,2,25,3,44
13-Feb_13,6-Sep-13,KBS0724,3,25,3,44
13-Feb_13,6-Sep-13,KBS0724,4,25,3,39
14-Feb-13,6-Sep-13,KBS0707,1,100,3,58
14-Feb-13,6-Sep-13,KBS0707,2,100,3,49
14-Feb-13,6-Sep-13,KBS0707,3,100,3,36
14-Feb-13,6-Sep-13,KBS0707,4,100,3,60
18-Feb-13,6-Sep-13,KBS0722,1,25,4,64
18-Feb-13,6-Sep-13,KBS0722,2,25,4,53
18-Feb-13,6-Sep-13,KBS0722,3,25,4,52
18-Feb-13,6-Sep-13,KBS0722,4,25,4,27
27-Feb-13,6-Sep-13,KBS0801,1,25,5,53
27-Feb-13,6-Sep-13,KBS0801,2,25,5,54
27-Feb-13,6-Sep-13,KBS0801,3,25,5,50
27-Feb-13,6-Sep-13,KBS0801,4,25,5,42
18-Jan-13,9-Sep-13,KBS0703,1,20,4,50
18-Jan-13,9-Sep-13,KBS0703,2,20,4,62
18-Jan-13,9-Sep-13,KBS0702,1,20,4,95
18-Jan-13,9-Sep-13,KBS0702,2,20,4,73
15-Feb-13,9-Sep-13,KBS0703,3,50,5,23
15-Feb-13,9-Sep-13,KBS0703,4,50,5,17
21-Feb-13,9-Sep-13,KBS0703,5,50,5,25
21-Feb-13,9-Sep-13,KBS0703,6,50,5,68
18-Jan-13,9-Sep-13,KBS0701,1,50,1,133
18-Jan-13,9-Sep-13,KBS0701,2,50,1,63
24-May-13,9-Sep-13,KBS0701,5,50,1,36
24-May-13,9-Sep-13,KBS0701,6,50,1,25
24-Jan-13,9-Sep-13,KBS0711,1,50,3,67
24-Jan-13,9-Sep-13,KBS0711,2,50,3,84
24-Jan-13,9-Sep-13,KBS0711,3,50,3,80
13-Jul-13,9-Sep-13,KBS0711W,1,50,5,36
13-Jul-13,9-Sep-13,KBS0711W,2,50,5,111
13-Jul-13,9-Sep-13,KBS0711W,3,50,5,42
13-Jul-13,9-Sep-13,KBS0711W,4,50,5,40
11-Feb-13,9-Sep-13,KBS0715,1,100,3,66
11-Feb-13,9-Sep-13,KBS0715,2,100,3,25
11-Feb-13,9-Sep-13,KBS0715,3,100,3,20
11-Feb-13,9-Sep-13,KBS0715,4,100,3,42
12-Feb-13,9-Sep-13,KBS0721,1,50,3,104
12-Feb-13,9-Sep-13,KBS0721,2,50,3,140
12-Feb-13,9-Sep-13,KBS0721,3,50,3,99
12-Feb-13,9-Sep-13,KBS0721,4,50,3,179
7-Mar-13,9-Sep-13,KBS0802,1,20,3,164
7-Mar-13,9-Sep-13,KBS0802,2,20,3,111
7-Mar-13,9-Sep-13,KBS0802,3,20,3,151
7-Mar-13,9-Sep-13,KBS0802,4,20,3,80
8-Mar-13,9-Sep-13,KBS0812,1,50,3,81
8-Mar-13,9-Sep-13,KBS0812,2,50,3,102
8-Mar-13,9-Sep-13,KBS0812,3,50,3,71
8-Mar-13,9-Sep-13,KBS0812,4,50,3,55
28-Jan-13,10-Sep-13,KBS0725,1,20,3,78
28-Jan-13,10-Sep-13,KBS0725,2,20,3,70
28-Jan-13,10-Sep-13,KBS0725,3,20,3,103
28-Jan-13,10-Sep-13,KBS0725,4,20,3,48
28-Jan-13,10-Sep-13,KBS0727,1,20,3,71
28-Jan-13,10-Sep-13,KBS0727,2,20,3,76
28-Jan-13,10-Sep-13,KBS0727,3,20,3,77
28-Jan-13,10-Sep-13,KBS0727,4,20,3,80
1-Feb-13,11-Sep-13,KBS0705,1,100,4,44
1-Feb-13,11-Sep-13,KBS0705,2,100,4,77
1-Feb-13,11-Sep-13,KBS0705,3,100,4,87
1-Feb-13,11-Sep-13,KBS0705,4,100,4,49
28-Feb-13,11-Sep-13,KBS0706,1,25,4,29
28-Feb-13,11-Sep-13,KBS0706,2,25,4,25
28-Feb-13,11-Sep-13,KBS0706,3,25,4,34
28-Feb-13,11-Sep-13,KBS0706,4,25,4,29
6-Mar-13,12-Sep-13,KBS0702,3,10,4,96
6-Mar-13,12-Sep-13,KBS0702,4,10,4,90
6-Mar-13,12-Sep-13,KBS0702,5,10,4,85
6-Mar-13,12-Sep-13,KBS0702,6,10,4,59
5-Apr-13,12-Sep-13,ATCC13985,1,50,5,50
5-Apr-13,12-Sep-13,ATCC13985,2,50,5,33
15-Aug-13,12-Sep-13,ATCC13985,3,50,5,90
15-Aug-13,12-Sep-13,ATCC13985,4,50,5,83
5-Apr-13,12-Sep-13,ATCC43928,1,50,4,144
5-Apr-13,12-Sep-13,ATCC43928,2,50,4,49
15-Aug-13,12-Sep-13,ATCC43928,3,50,5,107
15-Aug-13,12-Sep-13,ATCC43928,4,50,5,68
30-Jan-13,19-Sep-13,KBS0714,1,100,0.02,6
30-Jan-13,19-Sep-13,KBS0714,2,100,0.02,4
30-Jan-13,19-Sep-13,KBS0714,3,100,0.02,11
30-Jan-13,19-Sep-13,KBS0714,4,100,0.02,1
11-Jan-13,19-Sep-13,KBS0710,1,100,4,54
11-Jan-13,19-Sep-13,KBS0710,2,100,4,43
22-Jan-13,19-Sep-13,KBS0710,3,100,4,26
22-Jan-13,19-Sep-13,KBS0710,4,100,4,12
25-Jan-13,19-Sep-13,KBS0712,1,50,4,75
25-Jan-13,19-Sep-13,KBS0712,2,50,4,121
25-Jan-13,19-Sep-13,KBS0712,3,50,4,64
25-Jan-13,19-Sep-13,KBS0712,4,50,4,83
8-Feb-13,19-Sep-13,KBS0713,1,50,4,29
8-Feb-13,19-Sep-13,KBS0713,2,50,4,56
8-Feb-13,19-Sep-13,KBS0713,3,50,4,34
8-Feb-13,19-Sep-13,KBS0713,4,50,4,34
18-Jan-13,23-Sep-13,KBS0701,1,50,1,128
18-Jan-13,23-Sep-13,KBS0701,2,50,1,26
24-May-13,23-Sep-13,KBS0701,5,50,2,114
24-May-13,23-Sep-13,KBS0701,6,50,2,101
24-Jan-13,23-Sep-13,KBS0711,1,50,3,52
24-Jan-13,23-Sep-13,KBS0711,2,50,3,67
24-Jan-13,23-Sep-13,KBS0711,3,50,3,68
11-Feb-13,23-Sep-13,KBS0715,1,100,3,28
11-Feb-13,23-Sep-13,KBS0715,2,100,3,22
11-Feb-13,23-Sep-13,KBS0715,3,100,3,21
11-Feb-13,23-Sep-13,KBS0715,4,100,3,34
12-Feb-13,23-Sep-13,KBS0721,1,50,3,183
12-Feb-13,23-Sep-13,KBS0721,2,50,3,160
12-Feb-13,23-Sep-13,KBS0721,3,50,3,119
12-Feb-13,23-Sep-13,KBS0721,4,50,3,204
18-Aug-13,23-Sep-13,KBS0711W,1,50,5,29
18-Aug-13,23-Sep-13,KBS0711W,2,50,5,12
18-Aug-13,23-Sep-13,KBS0711W,3,50,5,29
18-Aug-13,23-Sep-13,KBS0711W,4,50,5,35
7-Mar-13,23-Sep-13,KBS0802,1,20,3,97
7-Mar-13,23-Sep-13,KBS0802,2,20,3,82
7-Mar-13,23-Sep-13,KBS0802,3,20,3,84
7-Mar-13,23-Sep-13,KBS0802,4,20,3,90
8-Mar-13,23-Sep-13,KBS0812,1,50,3,70
8-Mar-13,23-Sep-13,KBS0812,2,50,3,83
8-Mar-13,23-Sep-13,KBS0812,3,50,3,70
8-Mar-13,23-Sep-13,KBS0812,4,50,3,58
28-Jan-13,25-Sep-13,KBS0725,1,20,3,37
28-Jan-13,25-Sep-13,KBS0725,2,20,3,30
28-Jan-13,25-Sep-13,KBS0725,3,20,3,36
28-Jan-13,25-Sep-13,KBS0725,4,20,3,35
28-Jan-13,25-Sep-13,KBS0727,1,20,3,37
28-Jan-13,25-Sep-13,KBS0727,2,20,3,49
28-Jan-13,25-Sep-13,KBS0727,3,20,3,53
28-Jan-13,25-Sep-13,KBS0727,4,20,3,45
14-Feb-13,26-Sep-13,KBS0707,1,25,2,96
14-Feb-13,26-Sep-13,KBS0707,2,25,2,52
14-Feb-13,26-Sep-13,KBS0707,3,25,2,40
14-Feb-13,26-Sep-13,KBS0707,4,25,2,67
13-Feb-13,26-Sep-13,KBS0724,1,50,3,46
13-Feb-13,26-Sep-13,KBS0724,2,50,3,73
13-Feb-13,26-Sep-13,KBS0724,3,50,3,75
13-Feb-13,26-Sep-13,KBS0724,4,50,3,59
18-Feb-13,26-Sep-13,KBS0722,1,25,4,39
18-Feb-13,26-Sep-13,KBS0722,2,25,4,31
18-Feb-13,26-Sep-13,KBS0722,3,25,4,25
18-Feb-13,26-Sep-13,KBS0722,4,25,4,37
5-Apr-13,26-Sep-13,ATCC13985,1,50,5,37
5-Apr-13,26-Sep-13,ATCC13985,2,50,5,32
15-Aug-13,26-Sep-13,ATCC13985,3,50,5,61
15-Aug-13,26-Sep-13,ATCC13985,4,50,5,56
5-Apr-13,26-Sep-13,ATCC43928,1,50,4,53
5-Apr-13,26-Sep-13,ATCC43928,2,50,4,23
15-Aug-13,26-Sep-13,ATCC43928,3,50,5,45
15-Aug-13,26-Sep-13,ATCC43928,4,50,5,29
18-Jan-13,27-Sep-13,KBS0703,1,20,4,40
18-Jan-13,27-Sep-13,KBS0703,2,20,4,41
18-Jan-13,27-Sep-13,KBS0702,1,20,4,67
18-Jan-13,27-Sep-13,KBS0702,2,20,4,58
15-Feb-13,27-Sep-13,KBS0703,3,20,4,66
15-Feb-13,27-Sep-13,KBS0703,4,20,4,52
21-Feb-13,27-Sep-13,KBS0703,5,50,5,32
21-Feb-13,27-Sep-13,KBS0703,6,50,5,44
30-Jan-13,1-Oct-13,KBS0714,1,100,0.02,0
30-Jan-13,1-Oct-13,KBS0714,2,100,0.02,2
30-Jan-13,1-Oct-13,KBS0714,3,100,0.02,0
30-Jan-13,1-Oct-13,KBS0714,4,100,0.02,0
28-Feb-13,1-Oct-13,KBS0706,1,25,4,28
28-Feb-13,1-Oct-13,KBS0706,2,25,4,36
28-Feb-13,1-Oct-13,KBS0706,3,25,4,44
28-Feb-13,1-Oct-13,KBS0706,4,25,4,32
6-Mar-13,3-Oct-13,KBS0702,3,20,4,239
6-Mar-13,3-Oct-13,KBS0702,4,20,4,272
6-Mar-13,3-Oct-13,KBS0702,5,20,4,200
6-Mar-13,3-Oct-13,KBS0702,6,20,4,107
11-Feb-13,3-Oct-13,KBS0715,1,100,3,74
11-Feb-13,3-Oct-13,KBS0715,2,100,3,37
11-Feb-13,3-Oct-13,KBS0715,3,100,3,15
11-Feb-13,3-Oct-13,KBS0715,4,100,3,67
12-Feb-13,4-Oct-13,KBS0721,1,50,3,157
12-Feb-13,4-Oct-13,KBS0721,2,50,3,192
12-Feb-13,4-Oct-13,KBS0721,3,50,3,107
12-Feb-13,4-Oct-13,KBS0721,4,50,3,143
18-Jan-13,4-Oct-13,KBS0701,1,50,1,95
18-Jan-13,4-Oct-13,KBS0701,2,50,1,5
24-May-13,4-Oct-13,KBS0701,5,50,3,18
24-May-13,4-Oct-13,KBS0701,6,50,3,9
24-Jan-13,4-Oct-13,KBS0711,1,50,3,60
24-Jan-13,4-Oct-13,KBS0711,2,50,3,36
24-Jan-13,4-Oct-13,KBS0711,3,50,3,58
8-Mar-13,4-Oct-13,KBS0812,1,50,3,90
8-Mar-13,4-Oct-13,KBS0812,2,50,3,108
8-Mar-13,4-Oct-13,KBS0812,3,50,3,92
8-Mar-13,4-Oct-13,KBS0812,4,50,3,95
7-Mar-13,4-Oct-13,KBS0802,1,20,3,22
7-Mar-13,4-Oct-13,KBS0802,2,20,3,9
7-Mar-13,4-Oct-13,KBS0802,3,20,3,15
7-Mar-13,4-Oct-13,KBS0802,4,20,3,4
13-Jul-13,7-Oct-13,KBS0711W,1,20,4,19
13-Jul-13,7-Oct-13,KBS0711W,2,20,4,16
13-Jul-13,7-Oct-13,KBS0711W,3,20,4,36
13-Jul-13,7-Oct-13,KBS0711W,4,20,4,22
28-Jan-13,9-Oct-13,KBS0725,1,20,4,27
28-Jan-13,9-Oct-13,KBS0725,2,20,4,24
28-Jan-13,9-Oct-13,KBS0725,3,20,4,20
28-Jan-13,9-Oct-13,KBS0725,4,20,4,21
28-Jan-13,9-Oct-13,KBS0727,1,20,4,61
28-Jan-13,9-Oct-13,KBS0727,2,20,4,48
28-Jan-13,9-Oct-13,KBS0727,3,20,4,32
28-Jan-13,9-Oct-13,KBS0727,4,20,4,36
5-Apr-13,9-Oct-13,ATCC13985,1,50,5,25
5-Apr-13,9-Oct-13,ATCC13985,2,50,5,30
15-Aug-13,9-Oct-13,ATCC13985,3,50,5,25
15-Aug-13,9-Oct-13,ATCC13985,4,50,5,46
5-Apr-13,9-Oct-13,ATCC43928,1,50,4,10
5-Apr-13,9-Oct-13,ATCC43928,2,50,4,32
15-Aug-13,9-Oct-13,ATCC43928,3,50,5,45
15-Aug-13,9-Oct-13,ATCC43928,4,50,5,39
11-Jan-13,10-Oct-13,KBS0710,1,50,3,158
11-Jan-13,10-Oct-13,KBS0710,2,50,3,120
22-Jan-13,10-Oct-13,KBS0710,3,50,3,108
22-Jan-13,10-Oct-13,KBS0710,4,50,3,49
25-Jan-13,10-Oct-13,KBS0712,1,50,4,41
25-Jan-13,10-Oct-13,KBS0712,2,50,4,63
25-Jan-13,10-Oct-13,KBS0712,3,50,4,42
25-Jan-13,10-Oct-13,KBS0712,4,50,4,24
8-Feb-13,10-Oct-13,KBS0713,1,50,4,17
8-Feb-13,10-Oct-13,KBS0713,2,50,4,25
8-Feb-13,10-Oct-13,KBS0713,3,50,4,9
8-Feb-13,10-Oct-13,KBS0713,4,50,4,24
14-Feb-13,17-Oct-13,KBS0707,1,30,2,117
14-Feb-13,17-Oct-13,KBS0707,2,30,2,75
14-Feb-13,17-Oct-13,KBS0707,3,30,2,21
14-Feb-13,17-Oct-13,KBS0707,4,30,2,70
18-Feb-13,17-Oct-13,KBS0722,1,25,4,34
18-Feb-13,17-Oct-13,KBS0722,2,25,4,52
18-Feb-13,17-Oct-13,KBS0722,3,25,4,21
18-Feb-13,17-Oct-13,KBS0722,4,25,4,19
13-Feb-13,17-Oct-13,KBS0724,1,50,3,97
13-Feb-13,17-Oct-13,KBS0724,2,50,3,110
13-Feb-13,17-Oct-13,KBS0724,3,50,3,88
13-Feb-13,17-Oct-13,KBS0724,4,50,3,100
18-Jan-13,18-Oct-13,KBS0701,1,100,1,160
18-Jan-13,18-Oct-13,KBS0701,2,100,1,28
18-Jan-13,18-Oct-13,KBS0701,3,100,1,70
18-Jan-13,18-Oct-13,KBS0701,4,100,1,75
18-Jan-13,18-Oct-13,KBS0703,1,20,4,36
18-Jan-13,18-Oct-13,KBS0703,2,20,4,39
18-Jan-13,18-Oct-13,KBS0702,1,20,4,77
18-Jan-13,18-Oct-13,KBS0702,2,20,4,80
15-Feb-13,18-Oct-13,KBS0703,3,20,4,64
15-Feb-13,18-Oct-13,KBS0703,4,20,4,90
21-Feb-13,18-Oct-13,KBS0703,5,50,5,18
21-Feb-13,18-Oct-13,KBS0703,6,50,5,37
11-Feb-13,18-Oct-13,KBS0715,1,20,2,60
11-Feb-13,18-Oct-13,KBS0715,2,20,2,56
11-Feb-13,18-Oct-13,KBS0715,3,20,2,27
11-Feb-13,18-Oct-13,KBS0715,4,20,2,77
12-Feb-13,18-Oct-13,KBS0721,1,50,3,59
12-Feb-13,18-Oct-13,KBS0721,2,50,3,113
12-Feb-13,18-Oct-13,KBS0721,3,50,3,10
12-Feb-13,18-Oct-13,KBS0721,4,50,3,98
27-Feb-13,18-Oct-13,KBS0801,1,25,5,56
27-Feb-13,18-Oct-13,KBS0801,2,25,5,88
27-Feb-13,18-Oct-13,KBS0801,3,25,5,81
27-Feb-13,18-Oct-13,KBS0801,4,25,5,98
7-Mar-13,18-Oct-13,KBS0802,1,50,3,149
7-Mar-13,18-Oct-13,KBS0802,2,50,3,156
7-Mar-13,18-Oct-13,KBS0802,3,50,3,250
7-Mar-13,18-Oct-13,KBS0802,4,50,3,214
8-Mar-13,18-Oct-13,KBS0812,1,50,3,89
8-Mar-13,18-Oct-13,KBS0812,2,50,3,81
8-Mar-13,18-Oct-13,KBS0812,3,50,3,98
8-Mar-13,18-Oct-13,KBS0812,4,50,3,112
1-Feb-13,21-Oct-13,KBS0705,1,50,3,19
1-Feb-13,21-Oct-13,KBS0705,2,50,3,77
1-Feb-13,21-Oct-13,KBS0705,3,50,3,32
1-Feb-13,21-Oct-13,KBS0705,4,50,3,26
24-Jan-13,21-Oct-13,KBS0711,1,50,2,143
24-Jan-13,21-Oct-13,KBS0711,2,50,2,207
24-Jan-13,21-Oct-13,KBS0711,3,50,2,275
13-Aug-13,21-Oct-13,KBS0711W,1,50,4,38
13-Aug-13,21-Oct-13,KBS0711W,2,50,4,68
13-Aug-13,21-Oct-13,KBS0711W,3,50,4,46
13-Aug-13,21-Oct-13,KBS0711W,4,50,4,39
28-Jan-13,22-Oct-13,KBS0725,1,40,4,47
28-Jan-13,22-Oct-13,KBS0725,2,40,4,46
28-Jan-13,22-Oct-13,KBS0725,3,40,4,26
28-Jan-13,22-Oct-13,KBS0725,4,40,4,34
28-Jan-13,22-Oct-13,KBS0727,1,40,4,60
28-Jan-13,22-Oct-13,KBS0727,2,40,4,65
28-Jan-13,22-Oct-13,KBS0727,3,40,4,45
28-Jan-13,22-Oct-13,KBS0727,4,40,4,43
6-Mar-13,24-Oct-13,KBS0702,3,20,4,128
6-Mar-13,24-Oct-13,KBS0702,4,20,4,176
6-Mar-13,24-Oct-13,KBS0702,5,20,4,186
6-Mar-13,24-Oct-13,KBS0702,6,20,4,103
5-Apr-13,24-Oct-13,ATCC13985,1,50,5,29
5-Apr-13,24-Oct-13,ATCC13985,2,50,5,13
15-Aug-13,24-Oct-13,ATCC13985,3,50,5,102
15-Aug-13,24-Oct-13,ATCC13985,4,50,5,80
5-Apr-13,24-Oct-13,ATCC43928,1,50,4,54
5-Apr-13,24-Oct-13,ATCC43928,2,50,4,68
15-Aug-13,24-Oct-13,ATCC43928,3,50,5,71
15-Aug-13,24-Oct-13,ATCC43928,4,50,5,90
28-Feb-13,24-Oct-13,KBS0706,1,25,4,24
28-Feb-13,24-Oct-13,KBS0706,2,25,4,34
28-Feb-13,24-Oct-13,KBS0706,3,25,4,46
28-Feb-13,24-Oct-13,KBS0706,4,25,4,51
11-Feb-13,1-Nov-13,KBS0715,1,20,2,111
11-Feb-13,1-Nov-13,KBS0715,2,20,2,85
11-Feb-13,1-Nov-13,KBS0715,3,20,2,46
11-Feb-13,1-Nov-13,KBS0715,4,20,2,152
12-Feb-13,1-Nov-13,KBS0721,1,50,3,138
12-Feb-13,1-Nov-13,KBS0721,2,50,3,88
12-Feb-13,1-Nov-13,KBS0721,3,50,3,125
12-Feb-13,1-Nov-13,KBS0721,4,50,3,57
18-Jan-13,4-Nov-13,KBS0701,1,100,1,201
18-Jan-13,4-Nov-13,KBS0701,2,100,1,20
24-May-13,4-Nov-13,KBS0701,5,50,2,86
24-May-13,4-Nov-13,KBS0701,6,50,2,24
24-Jan-13,4-Nov-13,KBS0711,1,50,2,171
24-Jan-13,4-Nov-13,KBS0711,2,50,2,167
24-Jan-13,4-Nov-13,KBS0711,3,50,2,150
11-Jan-13,4-Nov-13,KBS0710,1,100,4,48
11-Jan-13,4-Nov-13,KBS0710,2,100,4,18
22-Jan-13,4-Nov-13,KBS0710,3,50,3,79
22-Jan-13,4-Nov-13,KBS0710,4,50,3,35
25-Jan-13,4-Nov-13,KBS0712,1,50,4,81
25-Jan-13,4-Nov-13,KBS0712,2,50,4,73
25-Jan-13,4-Nov-13,KBS0712,3,50,4,63
25-Jan-13,4-Nov-13,KBS0712,4,50,4,94
8-Feb-13,4-Nov-13,KBS0713,1,20,3,59
8-Feb-13,4-Nov-13,KBS0713,2,20,3,59
8-Feb-13,4-Nov-13,KBS0713,3,20,3,74
8-Feb-13,4-Nov-13,KBS0713,4,20,3,52
28-Jan-13,4-Nov-13,KBS0725,1,20,3,15
28-Jan-13,4-Nov-13,KBS0725,2,20,3,5
28-Jan-13,4-Nov-13,KBS0725,3,20,3,2
28-Jan-13,4-Nov-13,KBS0725,4,20,3,1
28-Jan-13,4-Nov-13,KBS0727,1,20,3,23
28-Jan-13,4-Nov-13,KBS0727,2,20,3,10
28-Jan-13,4-Nov-13,KBS0727,3,20,3,9
28-Jan-13,4-Nov-13,KBS0727,4,20,3,16
7-Mar-13,6-Nov-13,KBS0802,1,50,3,87
7-Mar-13,6-Nov-13,KBS0802,2,50,3,194
7-Mar-13,6-Nov-13,KBS0802,3,50,3,20
7-Mar-13,6-Nov-13,KBS0802,4,50,3,60
8-Mar-13,6-Nov-13,KBS0812,1,50,3,100
8-Mar-13,6-Nov-13,KBS0812,2,50,3,144
8-Mar-13,6-Nov-13,KBS0812,3,50,3,100
8-Mar-13,6-Nov-13,KBS0812,4,50,3,70
1-Feb-13,7-Nov-13,KBS0707,1,30,2,155
1-Feb-13,7-Nov-13,KBS0707,2,30,2,102
1-Feb-13,7-Nov-13,KBS0707,3,30,2,26
1-Feb-13,7-Nov-13,KBS0707,4,30,2,77
5-Apr-13,7-Nov-13,ATCC13985,1,50,5,10
5-Apr-13,7-Nov-13,ATCC13985,2,50,5,11
15-Aug-13,7-Nov-13,ATCC13985,3,50,5,66
15-Aug-13,7-Nov-13,ATCC13985,4,50,5,50
5-Apr-13,7-Nov-13,ATCC43928,1,50,4,20
5-Apr-13,7-Nov-13,ATCC43928,2,50,4,23
15-Aug-13,7-Nov-13,ATCC43928,3,50,5,39
15-Aug-13,7-Nov-13,ATCC43928,4,50,5,35
18-Feb-13,8-Nov-13,KBS0722,1,50,4,45
18-Feb-13,8-Nov-13,KBS0722,2,50,4,39
18-Feb-13,8-Nov-13,KBS0722,3,50,4,37
18-Feb-13,8-Nov-13,KBS0722,4,50,4,28
13-Feb-13,8-Nov-13,KBS0724,1,50,3,46
13-Feb-13,8-Nov-13,KBS0724,2,50,3,48
13-Feb-13,8-Nov-13,KBS0724,3,50,3,20
13-Feb-13,8-Nov-13,KBS0724,4,50,3,35
18-Jan-13,8-Nov-13,KBS0703,1,20,4,38
18-Jan-13,8-Nov-13,KBS0703,2,20,4,36
18-Jan-13,8-Nov-13,KBS0702,1,20,4,48
18-Jan-13,8-Nov-13,KBS0702,2,20,4,41
15-Feb-13,8-Nov-13,KBS0703,3,20,4,51
15-Feb-13,8-Nov-13,KBS0703,4,20,4,52
21-Feb-13,8-Nov-13,KBS0703,5,50,5,15
21-Feb-13,8-Nov-13,KBS0703,6,50,5,45
1-Feb-13,11-Nov-13,KBS0705,1,50,3,11
1-Feb-13,11-Nov-13,KBS0705,2,50,3,46
1-Feb-13,11-Nov-13,KBS0705,3,50,3,31
1-Feb-13,11-Nov-13,KBS0705,4,50,3,21
27-Feb-13,11-Nov-13,KBS0801,1,25,5,20
27-Feb-13,11-Nov-13,KBS0801,2,25,5,17
27-Feb-13,11-Nov-13,KBS0801,3,25,5,23
27-Feb-13,11-Nov-13,KBS0801,4,25,5,10
28-Jan-13,23-Nov-13,KBS0725,1,50,3,19
28-Jan-13,23-Nov-13,KBS0725,2,50,3,53
28-Jan-13,23-Nov-13,KBS0725,3,50,3,39
28-Jan-13,23-Nov-13,KBS0725,4,50,3,34
28-Jan-13,23-Nov-13,KBS0727,1,50,3,7
28-Jan-13,23-Nov-13,KBS0727,2,50,3,100
28-Jan-13,23-Nov-13,KBS0727,3,50,3,58
28-Jan-13,23-Nov-13,KBS0727,4,50,3,88
28-Feb-13,23-Nov-13,KBS0706,1,25,4,24
28-Feb-13,23-Nov-13,KBS0706,2,25,4,22
28-Feb-13,23-Nov-13,KBS0706,3,25,4,33
28-Feb-13,23-Nov-13,KBS0706,4,25,4,33
6-Mar-13,23-Nov-13,KBS0702,3,20,4,206
6-Mar-13,23-Nov-13,KBS0702,4,20,4,167
6-Mar-13,23-Nov-13,KBS0702,5,20,4,154
6-Mar-13,23-Nov-13,KBS0702,6,20,4,89
13-Aug-13,23-Nov-13,KBS0711W,1,50,4,21
13-Aug-13,23-Nov-13,KBS0711W,2,50,4,18
13-Aug-13,23-Nov-13,KBS0711W,3,50,4,38
13-Aug-13,23-Nov-13,KBS0711W,4,50,4,21
18-Jan-13,25-Nov-13,KBS0701,1,100,1,5
18-Jan-13,25-Nov-13,KBS0701,2,100,1,6
24-May-13,25-Nov-13,KBS0701,5,50,2,11
24-May-13,25-Nov-13,KBS0701,6,50,2,3
11-Feb-13,25-Nov-13,KBS0715,1,20,2,171
11-Feb-13,25-Nov-13,KBS0715,2,20,2,208
11-Feb-13,25-Nov-13,KBS0715,3,20,2,105
11-Feb-13,25-Nov-13,KBS0715,4,20,2,74
12-Feb-13,25-Nov-13,KBS0721,1,50,3,24
12-Feb-13,25-Nov-13,KBS0721,2,50,3,12
12-Feb-13,25-Nov-13,KBS0721,3,50,3,4
12-Feb-13,25-Nov-13,KBS0721,4,50,3,2
24-Jan-13,25-Nov-13,KBS0711,1,50,2,147
24-Jan-13,25-Nov-13,KBS0711,2,50,2,272
24-Jan-13,25-Nov-13,KBS0711,3,50,2,137
5-Apr-13,26-Nov-13,ATCC13985,1,20,4,26
5-Apr-13,26-Nov-13,ATCC13985,2,20,4,39
15-Aug-13,26-Nov-13,ATCC13985,3,50,5,50
15-Aug-13,26-Nov-13,ATCC13985,4,50,5,49
7-Mar-13,26-Nov-13,KBS0802,1,50,3,78
7-Mar-13,26-Nov-13,KBS0802,2,50,3,105
7-Mar-13,26-Nov-13,KBS0802,3,50,3,46
7-Mar-13,26-Nov-13,KBS0802,4,50,3,162
8-Mar-13,26-Nov-13,KBS0812,1,50,3,130
8-Mar-13,26-Nov-13,KBS0812,2,50,3,155
8-Mar-13,26-Nov-13,KBS0812,3,50,3,106
8-Mar-13,26-Nov-13,KBS0812,4,50,3,110
11-Jan-13,28-Nov-13,KBS0710,1,20,3,34
11-Jan-13,28-Nov-13,KBS0710,2,20,3,12
22-Jan-13,28-Nov-13,KBS0710,3,50,3,25
22-Jan-13,28-Nov-13,KBS0710,4,50,3,12
13-Aug-13,28-Nov-13,KBS0711W,1,20,3,45
13-Aug-13,28-Nov-13,KBS0711W,2,20,3,38
13-Aug-13,28-Nov-13,KBS0711W,3,20,3,38
13-Aug-13,28-Nov-13,KBS0711W,4,20,3,26
25-Jan-13,28-Nov-13,KBS0712,1,50,4,57
25-Jan-13,28-Nov-13,KBS0712,2,50,4,40
25-Jan-13,28-Nov-13,KBS0712,3,50,4,38
25-Jan-13,28-Nov-13,KBS0712,4,50,4,47
8-Feb-13,28-Nov-13,KBS0713,1,20,3,74
8-Feb-13,28-Nov-13,KBS0713,2,20,3,83
8-Feb-13,28-Nov-13,KBS0713,3,20,3,47
8-Feb-13,28-Nov-13,KBS0713,4,20,3,82
5-Mar-13,28-Nov-13,ATCC43928,1,50,3,87
5-Mar-13,28-Nov-13,ATCC43928,2,50,3,79
15-Aug-13,28-Nov-13,ATCC43928,3,50,4,320
15-Aug-13,28-Nov-13,ATCC43928,4,50,4,416
14-Feb-13,29-Nov-13,KBS0707,1,30,2,117
14-Feb-13,29-Nov-13,KBS0707,2,30,2,90
14-Feb-13,29-Nov-13,KBS0707,3,30,2,33
14-Feb-13,29-Nov-13,KBS0707,4,30,2,56
18-Feb-13,29-Nov-13,KBS0722,1,50,4,118
18-Feb-13,29-Nov-13,KBS0722,2,50,4,53
