	N	N_genus
804.073105.bio1slurpA1.2109.3.1	197915.0	1.0
804.LS11.70	252962.0	1.0
804.Julie.7	100061.0	20.0
804.H03.072605.R2252	188704.0	1.0
804.Julie.2	236112.0	2.0
804.LS11.31	90779.0	20.0
804.Julie.8	103082.0	13.0
804.3876.1113	162480.0	9.0
804.H03.072705.R0229	287913.0	1.0
804.Julie.4	359247.0	3.0
804.H06.073005.R0316	306030.0	1.0
804.H08.080105.Bio5slurpB1.0428.3.1	209884.0	1.0
804.3869.1404	74612.0	5.0
804.3651.1231	191411.0	1.0
925.II4z	11652.0	9.0
925.SE1y	15385.0	1.0
925.SG3y	11827.0	5.0
925.IK3x	9638.0	1.0
925.SK1x	11943.0	2.0
925.SD2z	13142.0	2.0
925.IN4y	24896.0	14.0
925.IG5x	10438.0	1.0
925.IC5y	10566.0	6.0
925.SD1x	26608.0	2.0
925.IO4y	16539.0	4.0
925.IJ5z	11168.0	3.0
925.ID2y	9129.0	1.0
925.IO4z	16745.0	4.0
925.IO3y	18032.0	1.0
925.IO3x	14449.0	2.0
925.IJ3z	11205.0	5.0
925.IN3x	20572.0	1.0
925.IK4y	10250.0	1.0
925.IN5y	23115.0	1.0
925.Y3ntc.H12	61.0	12.0
925.ID2z	8613.0	1.0
925.IO3z	18306.0	1.0
925.IO1x	20984.0	1.0
925.IN4x	20749.0	1.0
925.SC4z	18265.0	1.0
925.IO5x	18155.0	1.0
861.H10.mar09	47419.0	3.0
861.H4.mar09	39103.0	3.0
861.U10.jul09	73898.0	5.0
861.XS.dec08	42182.0	1.0
861.X10.mar09	58601.0	1.0
805.pH.6.5.year.2006	115287.0	74.0
805.pH.7.0.year.2007	94623.0	56.0
805.pH.4.5.year.2006	119655.0	341.0
805.pH.7.0.year.2006	104710.0	20.0
805.pH.6.0.year.2006	128144.0	84.0
805.pH.5.5.year.2007	82971.0	61.0
805.pH.5.5.year.2006	113716.0	302.0
805.pH.4.5.year.2007	113889.0	439.0
805.pH.6.5.year.2007	120996.0	96.0
805.pH.7.5.year.2007	74083.0	61.0
805.pH.5.0.year.2007	95542.0	283.0
805.pH.6.0.year.2007	97539.0	136.0
805.pH.5.0.year.2006	113050.0	287.0
805.pH.7.5.year.2006	108820.0	95.0
2300.BB.2149.anus	111749.0	3.0
2300.BB.15.lavage20	124799.0	1.0
2300.BB.15.anus	116357.0	1.0
2300.BB.03.anus	133866.0	2.0
2300.BB.15.colon	139999.0	1.0
2300.BB.2213.anus	164007.0	12.0
2300.BB.03.lavage20	114617.0	2.0
2300.BB.2213.lavage100	63484.0	1.0
2300.BB.4064.lavageRNA	77000.0	1.0
2300.BB.4064.anus	103608.0	3.0
2300.BB.11.lavageRNA	73118.0	1.0
2300.BB.12.lavage20	152160.0	2.0
2300.BB.4061.anus	107473.0	20.0
2300.BB.4085.colon	169894.0	2.0
2300.BB.2150.anus	89468.0	2.0
2300.BB.11.colon	161935.0	1.0
2300.BB.05.anus	152508.0	9.0
2300.BB.4064.colon	127132.0	3.0
2300.BB.07.anus	130476.0	8.0
2300.BB.4087.anus	136594.0	1.0
2300.BB.04.anus	104078.0	5.0
2300.BB.2150.colon	173956.0	3.0
2300.BB.08.lavage20	107599.0	33.0
2300.BB.4067.lavage20	111820.0	1.0
2300.BB.4085.anus	73756.0	4.0
1064.W.CJV182	23835.0	2.0
1064.H.CV214	32417.0	656.0
1064.G.CJV191	8522.0	1.0
1064.W.CV276	25885.0	13.0
1064.G.GVR165	16182.0	3.0
1064.G.CJV172	21094.0	3.0
1064.Royal.Jelly.P4	86.0	1.0
1064.G.CV240	3932.0	1.0
1064.W.CV274	17211.0	125.0
1064.H.CV324	23733.0	3.0
1064.G.GVR167	25015.0	1.0
1064.Royal.Jelly.30	20986.0	80.0
1064.G.CV317	22160.0	1.0
1064.W.CV355	3353.0	74.0
1064.H.CV239	20461.0	58.0
1064.H.CV211	15505.0	1.0
808.UT.15.45.s.4.1.sequences	148094.0	12.0
808.AK.19.18a.s.4.1.sequences	148279.0	401.0
808.HI.20.11a.s.4.1.sequences	104726.0	531.0
808.FL.3.16a.s.4.1.sequences	92484.0	1694.0
808.FL.3.14a.s.4.1.sequences	100197.0	1760.0
808.HI.20.18a.s.4.1.sequences	537.0	2.0
808.UT.15.44.s.4.1.sequences	160094.0	18.0
808.UT.15.42.s.4.1.sequences	304043.0	39.0
808.AK.19.15a.s.4.1.sequences	245437.0	161.0
808.AK.19.12a.s.4.1.sequences	156484.0	138.0
808.FL.3.13a.s.4.1.sequences	117165.0	2558.0
933.Lb226	138630.0	1.0
933.T.3.1.H.P.2	155550.0	48.0
933.BbD	169053.0	1.0
933.N.2.2.H.E.2	181592.0	23.0
933.T.3.3.H.P.3	159285.0	1.0
933.T.3.2.S.E.1	148822.0	1.0
933.W.1.3.S.E.2	144191.0	1.0
933.T.3.1.H.P.1	128845.0	25.0
933.W.3.1.H.E.4	178266.0	1.0
933.T.3.1.S.E.1	169858.0	32.0
933.W.1.1.H.E.5	139430.0	1.0
933.LbI	128323.0	5.0
933.N.2.1.H.E.5	159854.0	3.0
933.T.1.1.H.E.3	163669.0	1.0
933.Bu176	122369.0	2.0
933.T.3.1.H.E.3	144021.0	81.0
933.T.3.2.H.E.5	155615.0	62.0
933.W.2.2.H.E.3	147831.0	2.0
933.T.3.1.H.P.4	123255.0	11.0
933.T.2.3.H.P.1	149952.0	1.0
933.N.2.2.S.E.2	143686.0	3.0
933.T.3.1.H.P.5	130177.0	24.0
933.T.3.2.H.E.4	154047.0	38.0
933.T.3.1.H.E.5	150871.0	218.0
933.W.3.2.H.E.1	155824.0	1.0
933.T.1.2.S.E.5	158365.0	1.0
933.T.3.3.S.E.2	124911.0	2.0
933.N.1.2.H.E.3	129162.0	7.0
933.N.2.2.S.E.5	130123.0	23.0
933.W.1.3.S.E.5	164457.0	1.0
933.N.2.2.S.E.1	147103.0	37.0
933.W.1.1.S.E.5	200418.0	1.0
933.T.1.3.S.E.3	162412.0	1.0
933.T.1.1.S.E.4	129454.0	1.0
933.T.3.2.S.E.3	152237.0	1.0
933.N.1.3.H.E.2	121806.0	2.0
933.T.3.2.H.E.2	150530.0	21.0
933.T.1.2.S.E.3	119394.0	1.0
933.T.3.1.H.E.1	123513.0	19.0
933.T.3.2.H.E.1	175732.0	27.0
933.N.1.1.S.E.3	141343.0	2.0
933.N.2.1.S.E.3	171846.0	10.0
933.T.3.2.S.E.4	160674.0	2.0
933.W.1.1.H.E.2	122489.0	2.0
933.Phylospora.comosa.3.5	183659.0	1.0
933.T.3.1.H.P.3	131891.0	11.0
933.N.2.3.S.E.5	145143.0	8.0
933.T.2.1.S.E.2	159376.0	5.0
933.T.2.3.H.E.3	148511.0	1.0
933.T.1.1.H.E.4	123097.0	26.0
933.N.2.3.H.E.2	155513.0	1.0
933.T.2.2.H.E.2	157053.0	6.0
933.T.2.2.H.P.4	115950.0	8.0
933.N.2.2.H.E.3	163560.0	1.0
933.N.3.3.S.E.2	120723.0	1.0
933.N.2.1.S.E.2	152523.0	1.0
933.W.1.3.S.E.4	184615.0	1.0
933.N.2.1.S.E.1	171510.0	1.0
933.N.1.2.S.E.1	148683.0	2.0
933.T.3.1.S.E.2	162874.0	55.0
933.N.1.1.H.E.1	176651.0	29.0
933.N.3.2.H.E.1	100762.0	659.0
933.T.3.2.H.P.3	135937.0	2.0
933.W.1.2.H.E.1	64975.0	4.0
933.BuI	150520.0	1.0
933.BuP	91004.0	240.0
933.W.2.3.H.E.3	181211.0	47.0
933.N.2.3.H.E.4	151696.0	1.0
933.T.3.3.S.E.1	142337.0	1.0
933.N.2.2.S.E.4	174112.0	17.0
933.T.1.2.S.E.2	137135.0	3.0
933.N.1.2.S.E.3	146755.0	1.0
933.T.2.2.S.E.1	206190.0	1.0
933.N.3.1.S.E.1	137837.0	4.0
933.N.2.2.H.E.1	130487.0	11.0
933.Phylospora.comosa.4.5	49402.0	10.0
933.T.3.2.H.E.3	150263.0	39.0
933.W.1.1.S.E.3	296523.0	2.0
933.T.3.1.H.E.4	157858.0	22.0
933.W.3.1.H.E.5	165504.0	89.0
933.BbB	141477.0	2.0
933.T.2.1.S.E.5	132712.0	1.0
933.T.1.1.S.E.5	176768.0	1.0
933.W.2.1.S.E.2	141056.0	1.0
933.T.2.1.H.P.4	140163.0	11.0
933.W.2.2.S.E.4	120142.0	1.0
933.T.2.2.S.E.3	87339.0	1.0
933.N.1.1.H.E.2	135049.0	1.0
933.T.1.1.H.E.5	207444.0	1.0
933.T.1.1.S.E.3	121346.0	1.0
933.N.1.3.S.E.2	150401.0	1.0
933.W.2.3.H.E.4	132342.0	2.0
933.Phylospora.comosa.4.1	165637.0	12.0
933.N.3.2.S.E.1	167064.0	6.0
933.T.2.3.H.P.2	150301.0	1.0
933.N.1.2.H.E.2	157854.0	16.0
933.T.2.1.S.E.1	247675.0	1.0
933.T.3.1.S.E.4	169258.0	45.0
933.W.3.1.S.E.4	135012.0	1.0
933.T.2.3.H.P.5	175721.0	29.0
933.LuA	77432.0	1.0
933.N.1.2.S.E.4	167148.0	1.0
933.N.2.1.S.E.4	173753.0	7.0
933.N.3.2.H.E.3	98615.0	24.0
933.W.2.2.S.E.5	128424.0	29.0
933.N.2.3.S.E.1	167873.0	3.0
933.T.3.1.S.E.5	185562.0	76.0
933.N.1.1.S.E.1	160758.0	1.0
933.W.3.1.H.E.3	130091.0	1.0
933.N.2.3.H.P.3	124740.0	2.0
933.T.3.3.S.E.3	136415.0	6.0
933.Phylospora.comosa.2.5	76409.0	1.0
933.N.2.3.H.E.5	129433.0	7.0
933.T.3.1.H.E.2	149830.0	31.0
933.N.3.2.S.E.3	150514.0	4.0
933.BbC	136331.0	1.0
933.T.2.3.S.E.5	155025.0	1.0
933.T.2.2.H.E.4	179315.0	1.0
933.T.3.1.S.E.3	157389.0	24.0
933.T.2.3.S.E.3	153865.0	3.0
933.N.2.3.S.E.4	146692.0	1.0
933.W.2.1.H.E.5	178446.0	1.0
933.W.3.2.S.E.3	145400.0	1.0
933.N.1.1.H.E.5	143050.0	1.0
933.T.2.2.S.E.5	178600.0	3.0
933.N.2.2.S.E.3	104346.0	8.0
933.W.3.2.S.E.2	134690.0	6.0
933.W.3.2.S.E.1	141759.0	2.0
933.N.3.2.S.E.2	147506.0	17.0
10180.G6II	112791.0	321.0
10180.A1III	38122.0	86.0
10180.F5I	126521.0	324.0
10180.J8IV	134198.0	294.0
10180.D5I	71834.0	637.0
10180.F11IV	77741.0	137.0
10180.J4I	68910.0	418.0
10180.K5III	95049.0	229.0
10180.J7I	175819.0	1066.0
10180.A15II	528980.0	1385.0
10180.L3I	200377.0	153.0
10180.B4III	94673.0	77.0
10180.K6IV	42632.0	30.0
10180.L3II	147342.0	301.0
10180.F9V	141634.0	894.0
10180.J9IV	73160.0	235.0
10180.J9III	93007.0	599.0
10180.F1IV	133743.0	353.0
10180.J10IV	114835.0	399.0
10180.A4II	34631.0	213.0
10180.G6V	109110.0	141.0
10180.B3I	70016.0	298.0
10180.B6I	87308.0	168.0
10180.I3IV	143221.0	287.0
10180.K6III	110337.0	197.0
10180.F2I	152453.0	814.0
10180.A12I	61613.0	132.0
10180.A14V	395800.0	1985.0
10180.A7II	118240.0	350.0
10180.F8V	81093.0	3210.0
10180.B5I	57652.0	143.0
10180.D4IV	85121.0	414.0
10180.A7I	97885.0	391.0
10180.A5II	79762.0	605.0
10180.F3II	87720.0	825.0
10180.I4I	227071.0	591.0
10180.I4IV	177261.0	745.0
10180.F2II	74720.0	326.0
10180.D2III	72809.0	213.0
10180.J7IV	131063.0	830.0
10180.L6I	98202.0	236.0
10180.A8II	224342.0	409.0
10180.A8I	54378.0	17.0
10180.J5II	8886.0	51.0
10180.J5I	232.0	1.0
10180.F8IV	87767.0	566.0
10180.A15I	536264.0	6999.0
10180.D2II	4037.0	1.0
10180.A13I	349224.0	826.0
10180.J1I	119001.0	305.0
10180.A5III	80544.0	192.0
10180.J6IV	131605.0	746.0
10180.G5I	194234.0	480.0
10180.F12II	291838.0	882.0
10180.A11III	67235.0	87.0
10180.G8II	127905.0	97.0
10180.A3V	114640.0	699.0
10180.A18I	73891.0	201.0
10180.D1II	231613.0	1982.0
10180.A3III	42056.0	215.0
10180.L12I	78350.0	159.0
10180.F4I	136159.0	364.0
10180.J3III	156334.0	522.0
10180.L5II	153261.0	325.0
10180.D4V	20953.0	104.0
10180.K2III	25415.0	191.0
10180.F10II	159064.0	554.0
10180.F1III	213787.0	662.0
10180.A17II	38717.0	122.0
10180.I10II	110193.0	25.0
10180.A10I	139623.0	1245.0
10180.I9II	99260.0	495.0
10180.G4IV	183424.0	709.0
10180.A2I	80362.0	122.0
10180.G5V	158218.0	544.0
10180.A2III	44123.0	65.0
10180.K5I	88520.0	747.0
10180.B4I	77955.0	151.0
10180.J6III	6194.0	24.0
10180.F11II	144265.0	310.0
10180.J2I	133918.0	269.0
10180.K2IV	23568.0	248.0
10180.L5I	157725.0	186.0
10180.B5III	82558.0	170.0
10180.F6II	162223.0	468.0
10180.D1I	53114.0	91.0
10180.J2II	97612.0	221.0
10180.F5III	134591.0	613.0
10180.F9IV	131485.0	914.0
10180.A12III	98526.0	225.0
10180.A17III	70085.0	195.0
10180.A6I	121405.0	910.0
10180.I9I	76502.0	81.0
10180.A10III	14116.0	123.0
10180.A11I	78071.0	333.0
10180.F4III	164394.0	229.0
10180.K3II	27970.0	87.0
10180.F12I	228315.0	516.0
10180.A4V	72753.0	258.0
10180.A18III	124758.0	425.0
10180.G4II	216692.0	519.0
10180.F7II	71016.0	143.0
10180.F3I	103184.0	766.0
10180.J10II	98482.0	449.0
10180.K3IV	61163.0	384.0
10180.A9I	210701.0	1484.0
10180.I3III	254959.0	1120.0
10180.J1II	142082.0	381.0
10180.J8II	69868.0	154.0
10180.J3IV	4516.0	9.0
10180.J4III	57013.0	343.0
10180.A6II	317408.0	1625.0
1795.R.WT.Ile	33390.0	18.0
1795.CL.WT.Col	81391.0	1.0
1795.J.A.K.WT.Con1	84007.0	8.0
1795.R.WT.Abd	138698.0	6.0
1795.CL.WT.Abd	159631.0	5.0
755.LAB.IN.22.07.11.lane1.NoIndex.L001	53951.0	8.0
755.SSFA.L1.D40.19.07.11.lane1.NoIndex.L001	64481.0	16.0
755.SSFA.L1.3.D10.21.06.11.lane1.NoIndex.L001	54200.0	5.0
755.SSFA.L3.3.D5.21.06.11.lane1.NoIndex.L001	42805.0	6.0
755.SSFB.L3.D30.10.05.11.lane1.NoIndex.L001	34676.0	5.0
755.EFB.10.05.11.lane1.NoIndex.L001	83213.0	9.0
755.SSFA.L2.D10.14.06.11.lane1.NoIndex.L001	50130.0	11.0
755.EFA.31.05.11.lane1.NoIndex.L001	65198.0	18.0
755.SSFA.L3.D20.24.08.11.lane1.NoIndex.L001	47094.0	15.0
755.SSFA.L2.D1.26.07.11.lane1.NoIndex.L001	56871.0	5.0
755.EF.GAMMA.26.05.11.lane1.NoIndex.L001	67458.0	7.0
755.SSFA.L3.D20.17.05.11.lane1.NoIndex.L001	54076.0	5.0
755.SSFB.L3.D1.12.07.11.lane1.NoIndex.L001	52028.0	5.0
755.SSFA.L2.D1.28.06.11.lane1.NoIndex.L001	45796.0	86.0
755.LSSF.DELTA.D15.08.07.11.lane1.NoIndex.L001	56415.0	2.0
755.SSFA.L3.D3.28.06.11.lane1.NoIndex.L001	57932.0	4.0
755.SSFA.L2.D30.21.06.11.lane1.NoIndex.L001	29994.0	5.0
755.SSFA.L1.2.D30.21.06.11.lane1.NoIndex.L001	64101.0	5.0
755.SSFA.L2.D5.26.07.11.lane1.NoIndex.L001	55381.0	3.0
755.SSFB.L3.2.D1.21.06.11.lane1.NoIndex.L001	61584.0	7.0
755.SSFA.L1.D50.19.07.11.lane1.NoIndex.L001	54685.0	4.0
755.LSSF.ALPHA.D10.16.06.11.lane1.NoIndex.L001	67166.0	3.0
755.SSFB.L3.D30.19.07.11.lane1.NoIndex.L001	46508.0	9.0
755.SSFB.L3.3.D1.21.06.11.lane1.NoIndex.L001	55322.0	1.0
755.SSFA.L1.D1.21.06.11.lane1.NoIndex.L001	38532.0	1.0
755.SSFA.L1.3.D30.21.06.11.lane1.NoIndex.L001	71795.0	4.0
755.LSSF.DELTA.D15.14.07.11.lane1.NoIndex.L001	57745.0	5.0
755.LSSF.ALPHA.D1.23.06.11.lane1.NoIndex.L001	67623.0	2.0
755.SSFA.L3.D40.18.10.11.lane1.NoIndex.L001	38740.0	9.0
755.SSFA.L3.D10.10.05.11.lane1.NoIndex.L001	53937.0	9.0
755.LSSF.BETA.D20.08.07.11.lane1.NoIndex.L001	71662.0	5.0
755.SSFB.L3.D1.31.05.11.lane1.NoIndex.L001	59575.0	2.0
755.LSSF.EPSILON.D10.22.07.11.lane1.NoIndex.L001	65428.0	4.0
755.LSSF.GAMMA.D10.02.06.11.lane1.NoIndex.L001	60461.0	3.0
755.INB.24.08.11.lane1.NoIndex.L001	54792.0	13.0
755.SSFB.L1.3.D3.21.06.11.lane1.NoIndex.L001	58824.0	1.0
755.LSSF.GAMMA.D20.23.06.11.lane1.NoIndex.L001	56784.0	7.0
755.LSSF.DELTA.D20.30.06.11.lane1.NoIndex.L001	59860.0	4.0
755.SSFA.L3.D50.31.05.11.lane1.NoIndex.L001	55339.0	1.0
755.INA.28.06.11.lane1.NoIndex.L001	67942.0	6.0
755.LSSF.THETA.D1.22.07.11.lane1.NoIndex.L001	47622.0	1.0
755.EF.DELTA.30.06.11.lane1.NoIndex.L001	43194.0	4.0
755.SSFB.L3.D3.24.08.11.lane1.NoIndex.L001	50412.0	15.0
755.SSFB.L1.2.D30.21.06.11.lane1.NoIndex.L001	56094.0	1.0
755.SSFA.L1.D50.03.05.11.lane1.NoIndex.L001	26042.0	5.0
755.SSFA.L2.D50.19.07.11.lane1.NoIndex.L001	56661.0	8.0
755.SSFA.L3.D30.24.08.11.lane1.NoIndex.L001	49369.0	8.0
755.SSFB.L3.D5.12.07.11.lane1.NoIndex.L001	42547.0	4.0
755.EFA.24.08.11.lane1.NoIndex.L001	52004.0	5.0
755.SSFA.L2.D40.21.06.11.lane1.NoIndex.L001	35385.0	3.0
755.EF.BETA.09.06.11.lane1.NoIndex.L001	67689.0	1.0
755.LSSF.GAMMA.D30.09.06.11.lane1.NoIndex.L001	57507.0	2.0
755.LSSF.DELTA.D10.02.06.11.lane1.NoIndex.L001	47949.0	3.0
755.LSSF.ALPHA.D10.30.06.11.lane1.NoIndex.L001	71974.0	7.0
755.SSFB.L3.D40.19.07.11.lane1.NoIndex.L001	51726.0	6.0
755.LSSF.ALPHA.D45.30.06.11.lane1.NoIndex.L001	60744.0	6.0
755.LSSF.DELTA.D30.22.07.11.lane1.NoIndex.L001	46418.0	11.0
755.SSFB.L1.D3.10.05.11.lane1.NoIndex.L001	51657.0	20.0
755.SSFA.L2.D50.24.08.11.lane1.NoIndex.L001	58193.0	12.0
755.LSSF.GAMMA.D45.09.06.11.lane1.NoIndex.L001	47672.0	4.0
755.LSSF.ALPHA.D15.22.07.11.lane1.NoIndex.L001	61541.0	4.0
755.SSFB.L3.2.D30.21.06.11.lane1.NoIndex.L001	48913.0	2.0
755.SSFA.L3.D5.14.06.11.lane1.NoIndex.L001	31613.0	5.0
755.SSFB.L1.D50.24.08.11.lane1.NoIndex.L001	55200.0	7.0
755.EF.ETA.09.06.11.lane3.NoIndex.L003	22463.0	1.0
755.LSSF.ALPHA.D30.30.06.11.lane1.NoIndex.L001	70305.0	3.0
755.SSFA.L1.D20.17.05.11.lane1.NoIndex.L001	86791.0	8.0
755.LSSF.DELTA.D1.08.07.11.lane1.NoIndex.L001	60218.0	5.0
755.SSFA.L1.D50.10.05.11.lane1.NoIndex.L001	81632.0	7.0
755.LSSF.BETA.D30.02.06.11.lane1.NoIndex.L001	64266.0	11.0
755.LSSF.GAMMA.D15.23.06.11.lane1.NoIndex.L001	49352.0	2.0
755.SSFA.L3.D40.24.08.11.lane1.NoIndex.L001	51791.0	9.0
755.SSFB.L1.D10.20.09.11.lane1.NoIndex.L001	53764.0	18.0
755.SSFA.L1.D5.18.10.11.lane1.NoIndex.L001	40320.0	17.0
755.SSFA.L2.D10.24.08.11.lane1.NoIndex.L001	60411.0	11.0
755.SSFA.L3.D30.28.06.11.lane1.NoIndex.L001	48219.0	11.0
755.EFA.14.06.11.lane1.NoIndex.L001	48191.0	13.0
755.SSFA.L2.D30.19.04.11.lane1.NoIndex.L001	53327.0	9.0
755.SSFB.L3.D30.26.07.11.lane1.NoIndex.L001	63576.0	2.0
755.SSFB.L1.D20.18.10.11.lane1.NoIndex.L001	51144.0	49.0
755.SSFB.L1.D40.19.07.11.lane1.NoIndex.L001	53944.0	8.0
755.SSFA.L3.D20.03.05.11.lane1.NoIndex.L001	62581.0	12.0
755.SSFB.L1.D40.12.07.11.lane1.NoIndex.L001	43270.0	13.0
755.SSFA.L2.D1.10.05.11.lane1.NoIndex.L001	61355.0	20.0
755.INA.12.07.11.lane1.NoIndex.L001	68976.0	18.0
755.SSFA.L1.D3.18.10.11.lane1.NoIndex.L001	47949.0	14.0
755.SSFB.L3.D50.20.09.11.lane1.NoIndex.L001	50708.0	19.0
755.EF.EPSILON.02.06.11.lane3.NoIndex.L003	27431.0	4.0
755.SSFB.L3.D50.19.07.11.lane1.NoIndex.L001	63345.0	8.0
755.SSFA.L2.D20.21.06.11.lane1.NoIndex.L001	31491.0	4.0
755.SSFA.L1.3.D40.21.06.11.lane1.NoIndex.L001	40411.0	4.0
755.SSFB.L1.D20.07.06.11.lane1.NoIndex.L001	33040.0	7.0
755.SSFA.L3.D3.07.06.11.lane1.NoIndex.L001	73329.0	16.0
755.SSFB.L1.D20.14.06.11.lane1.NoIndex.L001	27407.0	5.0
755.SSFB.L1.D40.24.08.11.lane1.NoIndex.L001	48622.0	7.0
755.SSFB.L1.D5.28.06.11.lane1.NoIndex.L001	39484.0	3.0
755.SSFA.L2.D50.28.06.11.lane1.NoIndex.L001	43447.0	9.0
755.LSSF.DELTA.D1.14.07.11.lane1.NoIndex.L001	54044.0	8.0
755.SSFB.L1.D5.21.06.11.lane1.NoIndex.L001	52202.0	5.0
755.SSFA.L3.D30.19.07.11.lane1.NoIndex.L001	52941.0	7.0
755.SSFA.L1.D50.18.10.11.lane1.NoIndex.L001	44439.0	8.0
755.LSSF.BETA.D10.08.07.11.lane1.NoIndex.L001	68407.0	5.0
755.SSFB.L3.D20.31.05.11.lane1.NoIndex.L001	49555.0	2.0
755.SSFA.L3.D40.12.07.11.lane1.NoIndex.L001	50285.0	11.0
755.LSSF.DELTA.D10.23.06.11.lane1.NoIndex.L001	54182.0	11.0
755.SSFA.L1.2.D3.21.06.11.lane1.NoIndex.L001	58401.0	4.0
755.SSFB.L1.D3.28.06.11.lane1.NoIndex.L001	61127.0	7.0
755.SSFB.L1.D30.21.06.11.lane1.NoIndex.L001	48757.0	3.0
755.SSFA.L3.D1.28.06.11.lane1.NoIndex.L001	47425.0	8.0
755.SSFA.L1.D1.19.07.11.lane1.NoIndex.L001	53695.0	7.0
755.SSFA.L1.D1.31.05.11.lane1.NoIndex.L001	70949.0	5.0
755.SSFA.L1.D10.17.05.11.lane1.NoIndex.L001	64289.0	1.0
755.SSFA.L2.D20.26.07.11.lane1.NoIndex.L001	45205.0	4.0
755.LSSF.GAMMA.D1.09.06.11.lane1.NoIndex.L001	68492.0	1.0
755.SSFB.L1.D3.07.06.11.lane1.NoIndex.L001	42871.0	5.0
755.SSFB.L3.D50.10.05.11.lane1.NoIndex.L001	56669.0	7.0
755.SSFA.L2.D50.19.04.11.lane1.NoIndex.L001	74278.0	8.0
755.SSFA.L3.3.D30.21.06.11.lane1.NoIndex.L001	62182.0	4.0
755.EF.EPSILON.30.06.11.lane3.NoIndex.L003	46043.0	4.0
755.LSSF.GAMMA.D20.09.06.11.lane1.NoIndex.L001	64517.0	11.0
755.INA.14.06.11.lane1.NoIndex.L001	53671.0	21.0
755.SSFA.L2.D3.28.06.11.lane1.NoIndex.L001	51802.0	73.0
755.SSFA.L2.D20.07.06.11.lane3.NoIndex.L003	27448.0	2.0
755.LSSF.GAMMA.D1.08.07.11.lane1.NoIndex.L001	71982.0	2.0
755.LSSF.BETA.D45.23.06.11.lane1.NoIndex.L001	72859.0	10.0
755.SSFA.L1.D30.07.06.11.lane1.NoIndex.L001	61935.0	7.0
755.LSSF.ETA.D15.22.07.11.lane1.NoIndex.L001	51606.0	5.0
755.SSFA.L3.D10.03.05.11.lane1.NoIndex.L001	57806.0	10.0
755.SSFA.L3.D40.14.06.11.lane1.NoIndex.L001	36381.0	6.0
755.LSSF.THETA.D30.22.07.11.lane3.NoIndex.L003	20973.0	3.0
755.SSFA.L1.D1.07.06.11.lane1.NoIndex.L001	64634.0	14.0
755.LSSF.BETA.D10.30.06.11.lane1.NoIndex.L001	70589.0	3.0
755.LSSF.GAMMA.D15.16.06.11.lane1.NoIndex.L001	53635.0	7.0
755.LSSF.DELTA.D20.16.06.11.lane1.NoIndex.L001	51103.0	7.0
755.SSFA.L3.D10.24.08.11.lane1.NoIndex.L001	52275.0	11.0
755.SSFA.L2.D3.03.05.11.lane1.NoIndex.L001	63066.0	6.0
755.SSFA.L1.D5.19.07.11.lane1.NoIndex.L001	67057.0	15.0
755.SSFA.L3.D30.17.05.11.lane1.NoIndex.L001	48134.0	2.0
755.SSFB.L3.D5.17.05.11.lane1.NoIndex.L001	75050.0	2.0
755.LSSF.EPSILON.D15.22.07.11.lane1.NoIndex.L001	54395.0	1.0
755.SSFB.L1.D1.03.05.11.lane1.NoIndex.L001	50684.0	14.0
755.SSFA.L1.D40.17.05.11.lane1.NoIndex.L001	67393.0	7.0
755.LSSF.GAMMA.D1.16.06.11.lane1.NoIndex.L001	56056.0	1.0
755.LSSF.GAMMA.D10.23.06.11.lane1.NoIndex.L001	45770.0	2.0
755.LSSF.ETA.D20.22.07.11.lane1.NoIndex.L001	50107.0	2.0
755.SSFB.L1.D30.24.08.11.lane1.NoIndex.L001	39965.0	6.0
755.SSFA.L3.D30.26.07.11.lane1.NoIndex.L001	56563.0	7.0
755.LSSF.DELTA.D30.16.06.11.lane1.NoIndex.L001	57583.0	5.0
755.SSFB.L1.D50.07.06.11.lane1.NoIndex.L001	41055.0	5.0
755.SSFB.L3.D20.17.05.11.lane1.NoIndex.L001	43441.0	3.0
755.LSSF.BETA.D30.26.05.11.lane1.NoIndex.L001	89731.0	1.0
755.LSSF.DELTA.D45.08.07.11.lane1.NoIndex.L001	32618.0	2.0
755.LSSF.BETA.D30.23.06.11.lane1.NoIndex.L001	70295.0	6.0
755.SSFB.L3.D3.18.10.11.lane1.NoIndex.L001	50083.0	8.0
755.LSSF.GAMMA.D30.14.07.11.lane1.NoIndex.L001	59372.0	5.0
755.SSFB.L1.D30.06.07.11.lane1.NoIndex.L001	61549.0	8.0
755.SSFB.L3.D10.10.05.11.lane1.NoIndex.L001	25690.0	2.0
755.LSSF.GAMMA.D15.14.07.11.lane1.NoIndex.L001	66461.0	2.0
755.SSFA.L1.D50.14.06.11.lane1.NoIndex.L001	48031.0	11.0
755.SSFB.L3.D5.20.09.11.lane1.NoIndex.L001	50079.0	10.0
755.SSFB.L1.D20.17.05.11.lane1.NoIndex.L001	69856.0	3.0
755.LSSF.ALPHA.D45.08.07.11.lane1.NoIndex.L001	51337.0	8.0
755.SSFA.L1.D5.31.05.11.lane1.NoIndex.L001	58745.0	3.0
755.LSSF.BETA.D45.16.06.11.lane1.NoIndex.L001	65928.0	4.0
755.SSFA.L1.D20.14.06.11.lane1.NoIndex.L001	43899.0	10.0
755.SSFB.L3.D10.12.07.11.lane1.NoIndex.L001	46225.0	4.0
