	N	N_genus
755.SSFA.L3.D10.14.06.11.lane1.NoIndex.L001	48922.0	77.0
755.LSSF.BETA.D1.26.05.11.lane1.NoIndex.L001	64482.0	565.0
755.LSSF.BETA.D20.23.06.11.lane1.NoIndex.L001	68072.0	1143.0
755.LSSF.DELTA.D5.02.06.11.lane1.NoIndex.L001	26127.0	85.0
755.LSSF.GAMMA.D20.22.07.11.lane1.NoIndex.L001	66585.0	761.0
755.LSSF.BETA.D45.30.06.11.lane1.NoIndex.L001	76171.0	1198.0
755.LSSF.ALPHA.D45.22.07.11.lane1.NoIndex.L001	54612.0	164.0
755.LSSF.BETA.D1.23.06.11.lane1.NoIndex.L001	71026.0	363.0
755.SSFA.L3.D3.14.06.11.lane1.NoIndex.L001	28856.0	56.0
755.LSSF.BETA.D1.09.06.11.lane1.NoIndex.L001	65980.0	131.0
755.SSFA.L3.D50.19.07.11.lane1.NoIndex.L001	52758.0	45.0
755.SSFA.L3.D1.20.09.11.lane1.NoIndex.L001	50092.0	72.0
755.LSSF.BETA.D1.22.07.11.lane1.NoIndex.L001	85016.0	144.0
755.LSSF.DELTA.D15.26.05.11.lane1.NoIndex.L001	36442.0	356.0
755.SSFA.L2.D30.24.08.11.lane1.NoIndex.L001	41219.0	160.0
755.SSFB.L1.D5.26.07.11.lane1.NoIndex.L001	40704.0	1948.0
755.SSFA.L1.3.D5.21.06.11.lane1.NoIndex.L001	61179.0	110.0
755.SSFB.L3.2.D50.21.06.11.lane1.NoIndex.L001	59244.0	2581.0
755.SSFB.L3.D1.14.06.11.lane1.NoIndex.L001	52761.0	98.0
755.LSSF.ALPHA.D15.30.06.11.lane1.NoIndex.L001	56713.0	158.0
755.SSFB.L3.D40.7.06.11.lane1.NoIndex.L001	16014.0	6.0
755.SSFB.L3.D40.10.05.11.lane1.NoIndex.L001	35262.0	45.0
755.SSFA.L3.3.D50.21.06.11.lane1.NoIndex.L001	52043.0	123.0
755.SSFB.L1.D10.24.08.11.lane1.NoIndex.L001	36815.0	9.0
755.SSFB.L1.D3.17.05.11.lane1.NoIndex.L001	54593.0	277.0
755.SSFB.L3.D3.26.07.11.lane1.NoIndex.L001	52513.0	3161.0
755.SSFA.L2.D50.07.06.11.lane3.NoIndex.L003	26150.0	10.0
755.LSSF.DELTA.D45.16.06.11.lane1.NoIndex.L001	50838.0	109.0
755.EFB.20.09.11.lane1.NoIndex.L001	52961.0	126.0
755.INB.17.05.11.lane1.NoIndex.L001	83109.0	8063.0
755.SSFA.L1.D40.14.06.11.lane1.NoIndex.L001	88079.0	92.0
755.SSFB.L1.D1.21.06.11.lane1.NoIndex.L001	76508.0	2299.0
755.LSSF.BETA.D10.14.07.11.lane1.NoIndex.L001	75029.0	322.0
755.LSSF.ALPHA.D1.14.07.11.lane1.NoIndex.L001	57763.0	250.0
755.SSFB.L3.D50.18.10.11.lane1.NoIndex.L001	46703.0	61.0
755.SSF.uneven.mix5.lane3.NoIndex.L003	28704.0	6.0
755.EFA.12.07.11.lane1.NoIndex.L001	45062.0	523.0
755.SSFB.L1.D20.19.07.11.lane1.NoIndex.L001	55126.0	311.0
755.LSSF.ETA.D10.22.07.11.lane1.NoIndex.L001	49991.0	74.0
755.SSFA.L2.D1.06.07.11.lane1.NoIndex.L001	58661.0	64.0
755.LSSF.DELTA.D5.14.07.11.lane1.NoIndex.L001	51751.0	79.0
755.LSSF.GAMMA.D30.02.06.11.lane1.NoIndex.L001	60565.0	716.0
755.SSFB.L1.D40.31.05.11.lane1.NoIndex.L001	61786.0	1052.0
755.SSFB.L1.D5.19.07.11.lane1.NoIndex.L001	61024.0	352.0
755.SSFA.L2.D3.07.06.11.lane3.NoIndex.L003	30951.0	152.0
755.LSSF.GAMMA.D1.30.06.11.lane1.NoIndex.L001	64395.0	158.0
755.SSFB.L1.D40.21.06.11.lane1.NoIndex.L001	43536.0	98.0
755.SSFB.L1.D5.20.09.11.lane1.NoIndex.L001	46223.0	28.0
755.LSSF.DELTA.D30.09.06.11.lane1.NoIndex.L001	53187.0	748.0
755.LSSF.BETA.D1.02.06.11.lane1.NoIndex.L001	72386.0	730.0
755.LSSF.GAMMA.D30.16.06.11.lane1.NoIndex.L001	63873.0	1740.0
755.SSFB.L1.D10.06.07.11.lane1.NoIndex.L001	51137.0	70.0
755.SSFA.L2.D50.06.07.11.lane1.NoIndex.L001	48394.0	50.0
755.SSFB.L1.D50.06.07.11.lane1.NoIndex.L001	55573.0	147.0
755.LSSF.DELTA.D30.08.07.11.lane1.NoIndex.L001	51600.0	95.0
755.SSF.uneven.mix3.lane3.NoIndex.L003	25087.0	3.0
755.LSSF.DELTA.D10.26.05.11.lane1.NoIndex.L001	46413.0	155.0
755.LSSF.DELTA.D5.08.07.11.lane1.NoIndex.L001	47972.0	64.0
755.SSFA.L3.D30.14.06.11.lane1.NoIndex.L001	44282.0	197.0
755.SSFA.L3.D40.21.06.11.lane1.NoIndex.L001	32936.0	83.0
755.LSSF.ALPHA.D30.23.06.11.lane1.NoIndex.L001	62439.0	118.0
755.LSSF.BETA.D10.02.06.11.lane1.NoIndex.L001	57879.0	689.0
755.LSSF.DELTA.D15.16.06.11.lane1.NoIndex.L001	50434.0	119.0
755.SSFB.L1.D50.31.05.11.lane1.NoIndex.L001	64953.0	1024.0
755.LSSF.BETA.D15.09.06.11.lane1.NoIndex.L001	88718.0	858.0
755.SSFB.L1.D40.14.06.11.lane1.NoIndex.L001	47701.0	104.0
755.SSFB.L3.D10.14.06.11.lane1.NoIndex.L001	52291.0	130.0
755.LSSF.GAMMA.D15.26.05.11.lane1.NoIndex.L001	51199.0	406.0
755.SSFB.L1.D50.03.05.11.lane1.NoIndex.L001	78640.0	509.0
755.LSSF.DELTA.D45.30.06.11.lane1.NoIndex.L001	55031.0	86.0
755.SSFB.L1.D20.24.08.11.lane1.NoIndex.L001	25559.0	12.0
755.LSSF.THETA.D15.22.07.11.lane3.NoIndex.L003	25422.0	1.0
755.INB.10.05.11.lane1.NoIndex.L001	64501.0	404.0
755.LSSF.DELTA.D10.14.07.11.lane1.NoIndex.L001	44895.0	67.0
755.EF.GAMMA.02.06.11.lane1.NoIndex.L001	68575.0	1779.0
755.SSFB.L3.D3.14.06.11.lane1.NoIndex.L001	57765.0	149.0
755.LSSF.ALPHA.D1.08.07.11.lane1.NoIndex.L001	68546.0	139.0
755.LSSF.GAMMA.D5.30.06.11.lane1.NoIndex.L001	64255.0	307.0
755.SSFA.L2.D50.12.07.11.lane1.NoIndex.L001	60010.0	70.0
755.INB.19.07.11.lane1.NoIndex.L001	72474.0	302.0
755.LSSF.DELTA.D1.22.07.11.lane1.NoIndex.L001	45340.0	60.0
755.LSSF.GAMMA.D20.30.06.11.lane1.NoIndex.L001	54135.0	621.0
755.SSFA.L2.D5.31.05.11.lane1.NoIndex.L001	49217.0	1935.0
755.LSSF.GAMMA.D15.09.06.11.lane1.NoIndex.L001	65477.0	537.0
755.SSFB.L1.D30.19.07.11.lane1.NoIndex.L001	61420.0	189.0
755.SSFA.L2.D1.19.04.11.lane1.NoIndex.L001	74399.0	410.0
755.INA.31.05.11.lane1.NoIndex.L001	69892.0	16445.0
755.SSFA.L3.D50.28.06.11.lane1.NoIndex.L001	48017.0	63.0
755.SSFA.L2.D50.26.07.11.lane1.NoIndex.L001	61495.0	366.0
755.LSSF.BETA.D5.02.06.11.lane1.NoIndex.L001	59749.0	508.0
755.EF.GAMMA.30.06.11.lane1.NoIndex.L001	51394.0	766.0
755.SSFA.L2.D30.19.07.11.lane1.NoIndex.L001	43934.0	30.0
755.INB.26.07.11.lane1.NoIndex.L001	69425.0	2915.0
755.LSSF.BETA.D15.23.06.11.lane1.NoIndex.L001	43273.0	675.0
755.LSSF.DELTA.D30.30.06.11.lane1.NoIndex.L001	59898.0	123.0
755.SSFB.L3.D50.24.08.11.lane1.NoIndex.L001	47382.0	58.0
755.LSSF.GAMMA.D10.16.06.11.lane1.NoIndex.L001	55287.0	786.0
755.LSSF.DELTA.D1.02.06.11.lane1.NoIndex.L001	47452.0	197.0
755.SSFB.L1.D1.24.08.11.lane1.NoIndex.L001	42220.0	2.0
755.SSFB.L1.3.D1.21.06.11.lane1.NoIndex.L001	53715.0	1315.0
755.INB.07.06.11.lane1.NoIndex.L001	60956.0	12464.0
755.SSFB.L1.D50.26.07.11.lane1.NoIndex.L001	62641.0	3783.0
755.SSFB.L3.D3.28.06.11.lane1.NoIndex.L001	46613.0	97.0
755.SSFA.L1.D10.19.04.11.lane1.NoIndex.L001	34775.0	210.0
755.SSFA.L3.D10.06.07.11.lane1.NoIndex.L001	39361.0	31.0
755.LSSF.GAMMA.D20.26.05.11.lane1.NoIndex.L001	50170.0	336.0
755.INB.12.07.11.lane1.NoIndex.L001	70790.0	54.0
755.SSFA.L3.D40.07.06.11.lane1.NoIndex.L001	63122.0	91.0
755.SSFB.L3.D30.31.05.11.lane1.NoIndex.L001	59107.0	1061.0
755.SSFA.L3.D1.14.06.11.lane1.NoIndex.L001	40018.0	66.0
755.LSSF.BETA.D20.14.07.11.lane1.NoIndex.L001	67091.0	107.0
755.SSFB.L1.D10.19.07.11.lane1.NoIndex.L001	58453.0	421.0
755.SSFA.L3.2.D30.21.06.11.lane1.NoIndex.L001	47115.0	92.0
755.SSFB.L3.D3.12.07.11.lane1.NoIndex.L001	51980.0	66.0
755.SSFA.L1.D1.10.05.11.lane1.NoIndex.L001	66406.0	48.0
755.EFB.24.08.11.lane1.NoIndex.L001	68408.0	111.0
755.SSFA.L3.D5.28.06.11.lane1.NoIndex.L001	51068.0	44.0
755.SSFA.L3.D1.19.07.11.lane1.NoIndex.L001	54719.0	67.0
755.SSFA.L3.D1.10.05.11.lane1.NoIndex.L001	72334.0	110.0
755.LSSF.BETA.D5.14.07.11.lane1.NoIndex.L001	86504.0	331.0
755.LSSF.DELTA.D30.23.06.11.lane1.NoIndex.L001	47910.0	96.0
755.LSSF.GAMMA.D20.02.06.11.lane1.NoIndex.L001	57660.0	632.0
755.EF.ZETA.26.05.11.lane3.NoIndex.L003	25676.0	2.0
755.SSFA.L1.D3.17.05.11.lane1.NoIndex.L001	67460.0	1570.0
755.EF.THETA.22.07.11.lane3.NoIndex.L003	27527.0	39.0
755.SSFA.L1.D5.19.04.11.lane1.NoIndex.L001	35011.0	427.0
755.SSFB.L3.D1.17.05.11.lane1.NoIndex.L001	63733.0	245.0
755.LSSF.BETA.D15.22.07.11.lane1.NoIndex.L001	61502.0	151.0
755.SSFA.L1.D20.21.06.11.lane1.NoIndex.L001	46842.0	25.0
755.SSFB.L3.D40.31.05.11.lane1.NoIndex.L001	68859.0	1604.0
755.SSFA.L3.D3.03.05.11.lane1.NoIndex.L001	43413.0	415.0
755.SSFB.L1.D20.10.05.11.lane1.NoIndex.L001	56899.0	63.0
755.LSSF.BETA.D20.26.05.11.lane1.NoIndex.L001	57279.0	739.0
755.SSFB.L3.D50.07.06.11.lane1.NoIndex.L001	42821.0	19.0
755.SSFA.L2.D1.07.06.11.lane3.NoIndex.L003	29005.0	86.0
755.SSFB.L3.D50.26.07.11.lane1.NoIndex.L001	58186.0	3777.0
755.INA.19.04.11.lane1.NoIndex.L001	65893.0	596.0
755.SSFB.L3.D5.21.06.11.lane1.NoIndex.L001	59585.0	44.0
755.SSFB.L1.D20.03.05.11.lane1.NoIndex.L001	60918.0	1098.0
755.LSSF.GAMMA.D1.22.07.11.lane1.NoIndex.L001	84998.0	1019.0
755.SSFB.L1.D10.17.05.11.lane1.NoIndex.L001	58072.0	244.0
755.LSSF.GAMMA.D10.08.07.11.lane1.NoIndex.L001	81982.0	827.0
755.SSFB.L1.D1.07.06.11.lane1.NoIndex.L001	45838.0	28.0
755.SSFA.L1.D1.17.05.11.lane1.NoIndex.L001	27074.0	568.0
755.LSSF.ALPHA.D20.16.06.11.lane1.NoIndex.L001	61976.0	187.0
755.SSFB.L3.D10.07.06.11.lane1.NoIndex.L001	41941.0	26.0
755.SSFB.L3.D20.24.08.11.lane1.NoIndex.L001	45217.0	47.0
755.EF.THETA.30.06.11.lane3.NoIndex.L003	23363.0	19.0
755.LSSF.BETA.D20.22.07.11.lane1.NoIndex.L001	65451.0	117.0
755.LSSF.ALPHA.D1.16.06.11.lane1.NoIndex.L001	55678.0	748.0
755.SSFB.L1.D40.28.06.11.lane1.NoIndex.L001	50521.0	140.0
755.LSSF.BETA.D5.09.06.11.lane1.NoIndex.L001	54980.0	77.0
755.SSFA.L1.D40.19.04.11.lane1.NoIndex.L001	57426.0	437.0
755.SSFB.L3.D20.18.10.11.lane1.NoIndex.L001	50425.0	278.0
755.LSSF.DELTA.D15.30.06.11.lane1.NoIndex.L001	50246.0	121.0
755.SSFB.L1.D1.31.05.11.lane1.NoIndex.L001	130160.0	3286.0
755.SSFB.L3.D5.19.07.11.lane1.NoIndex.L001	46109.0	78.0
755.LSSF.GAMMA.D20.08.07.11.lane1.NoIndex.L001	64327.0	877.0
755.SSFA.L3.D5.19.04.11.lane1.NoIndex.L001	55467.0	163.0
755.SSFB.L3.D30.28.06.11.lane1.NoIndex.L001	38999.0	36.0
755.SSFA.L1.D50.17.05.11.lane1.NoIndex.L001	66508.0	655.0
755.SSFA.L1.D40.21.06.11.lane1.NoIndex.L001	38505.0	20.0
755.SSFA.L3.D10.19.07.11.lane1.NoIndex.L001	40324.0	66.0
755.SSFB.L3.D5.28.06.11.lane1.NoIndex.L001	49743.0	48.0
755.SSFB.L3.D10.26.07.11.lane1.NoIndex.L001	57167.0	2916.0
755.SSFA.L3.D50.07.06.11.lane1.NoIndex.L001	59693.0	62.0
755.SSFA.L2.D1.21.06.11.lane1.NoIndex.L001	22333.0	26.0
755.SSFB.L3.D5.06.07.11.lane1.NoIndex.L001	59086.0	158.0
755.LSSF.BETA.D1.16.06.11.lane1.NoIndex.L001	71808.0	146.0
755.EF.BETA.26.05.11.lane1.NoIndex.L001	83815.0	1357.0
755.SSFB.L1.D50.19.07.11.lane1.NoIndex.L001	57654.0	203.0
755.LSSF.DELTA.D20.22.07.11.lane1.NoIndex.L001	47232.0	102.0
755.SSFA.L3.D30.31.05.11.lane1.NoIndex.L001	49358.0	8952.0
755.SSFA.L1.2.D40.21.06.11.lane1.NoIndex.L001	35031.0	57.0
755.LSSF.GAMMA.D5.16.06.11.lane1.NoIndex.L001	51047.0	120.0
755.LSSF.GAMMA.D45.23.06.11.lane1.NoIndex.L001	52265.0	1372.0
755.SSFA.L1.D10.31.05.11.lane1.NoIndex.L001	82352.0	607.0
755.SSFA.L3.2.D5.21.06.11.lane1.NoIndex.L001	41840.0	55.0
755.SSFB.L1.D20.31.05.11.lane1.NoIndex.L001	57981.0	1976.0
755.SSF.uneven.mix2.lane3.NoIndex.L003	22635.0	2.0
755.SSFA.L1.D30.10.05.11.lane1.NoIndex.L001	79408.0	92.0
755.LSSF.DELTA.D45.02.06.11.lane1.NoIndex.L001	35.0	2.0
755.LSSF.ALPHA.D15.23.06.11.lane1.NoIndex.L001	57230.0	213.0
755.EF.EPSILON.22.07.11.lane1.NoIndex.L001	44891.0	166.0
755.SSFA.L2.D40.07.06.11.lane3.NoIndex.L003	23139.0	14.0
755.SSFB.L3.D30.12.07.11.lane1.NoIndex.L001	39578.0	35.0
755.LSSF.BETA.D30.16.06.11.lane1.NoIndex.L001	74950.0	1747.0
755.LSSF.DELTA.D45.22.07.11.lane1.NoIndex.L001	53605.0	83.0
755.SSFB.L1.D20.21.06.11.lane1.NoIndex.L001	39706.0	87.0
755.LSSF.THETA.D45.22.07.11.lane3.NoIndex.L003	30171.0	54.0
755.SSFB.L1.D40.17.05.11.lane1.NoIndex.L001	69057.0	131.0
755.SSFA.L3.D40.31.05.11.lane1.NoIndex.L001	86.0	4.0
755.LSSF.ALPHA.D5.23.06.11.lane1.NoIndex.L001	65812.0	389.0
755.SSFA.L2.D40.10.05.11.lane1.NoIndex.L001	54790.0	18.0
755.SSFB.L1.D10.31.05.11.lane1.NoIndex.L001	66733.0	2440.0
755.SSFA.L1.D10.10.05.11.lane1.NoIndex.L001	74198.0	54.0
755.SSFA.L1.D20.10.05.11.lane1.NoIndex.L001	67390.0	66.0
755.SSFA.L1.D30.31.05.11.lane1.NoIndex.L001	72124.0	493.0
755.LSSF.GAMMA.D45.14.07.11.lane1.NoIndex.L001	59824.0	759.0
755.SSFB.L1.D10.18.10.11.lane1.NoIndex.L001	55084.0	67.0
755.LSSF.ALPHA.D15.09.06.11.lane1.NoIndex.L001	43914.0	129.0
755.SSFA.L2.D1.24.08.11.lane1.NoIndex.L001	52585.0	122.0
755.SSFA.L2.D30.10.05.11.lane1.NoIndex.L001	46264.0	25.0
755.SSFB.L1.D1.06.07.11.lane1.NoIndex.L001	39005.0	97.0
755.SSFA.L1.D10.07.06.11.lane1.NoIndex.L001	61502.0	46.0
755.EF.GAMMA.22.07.11.lane1.NoIndex.L001	60297.0	257.0
755.SSFA.L3.D1.07.06.11.lane1.NoIndex.L001	63189.0	76.0
755.LSSF.BETA.D30.22.07.11.lane1.NoIndex.L001	68479.0	169.0
755.SSFA.L2.D1.03.05.11.lane1.NoIndex.L001	65641.0	731.0
755.SSFA.L1.D1.03.05.11.lane1.NoIndex.L001	49945.0	100.0
755.SSFB.L1.2.D1.21.06.11.lane1.NoIndex.L001	80052.0	197.0
755.EFB.18.10.11.lane1.NoIndex.L001	63887.0	305.0
755.SSFB.L3.D5.07.06.11.lane1.NoIndex.L001	48893.0	58.0
755.LSSF.GAMMA.D30.08.07.11.lane1.NoIndex.L001	58360.0	1621.0
755.LSSF.ALPHA.D20.14.07.11.lane1.NoIndex.L001	55957.0	135.0
755.SSFA.L1.3.D1.21.06.11.lane1.NoIndex.L001	54785.0	68.0
755.SSFA.L3.D40.03.05.11.lane1.NoIndex.L001	59236.0	528.0
755.EF.DELTA.26.05.11.lane1.NoIndex.L001	57722.0	1442.0
755.SSFA.L3.D30.19.04.11.lane1.NoIndex.L001	34625.0	203.0
755.SSFA.L2.D3.17.05.11.lane1.NoIndex.L001	16.0	4.0
755.SSFA.L2.D10.10.05.11.lane1.NoIndex.L001	55321.0	44.0
755.SSFB.L1.D10.07.06.11.lane1.NoIndex.L001	51163.0	23.0
755.LSSF.ALPHA.D5.22.07.11.lane1.NoIndex.L001	54726.0	326.0
755.SSFB.L3.D10.24.08.11.lane1.NoIndex.L001	49486.0	61.0
755.SSFB.L1.3.D5.21.06.11.lane1.NoIndex.L001	106.0	4.0
755.LSSF.BETA.D45.26.05.11.lane1.NoIndex.L001	54032.0	727.0
755.SSFA.L3.D50.10.05.11.lane1.NoIndex.L001	56080.0	92.0
755.LSSF.DELTA.D15.22.07.11.lane1.NoIndex.L001	53263.0	73.0
755.SSFA.L2.D40.24.08.11.lane1.NoIndex.L001	59258.0	315.0
755.EF.DELTA.22.07.11.lane1.NoIndex.L001	68882.0	137.0
755.INB.21.06.11.lane1.NoIndex.L001	49376.0	37.0
755.SSFA.L1.D3.19.07.11.lane1.NoIndex.L001	63489.0	976.0
755.SSFB.L1.D3.31.05.11.lane1.NoIndex.L001	60074.0	1729.0
755.LSSF.DELTA.D1.16.06.11.lane1.NoIndex.L001	52614.0	128.0
755.SSFA.L2.D5.24.08.11.lane1.NoIndex.L001	45273.0	219.0
755.SSFB.L3.D5.18.10.11.lane1.NoIndex.L001	57467.0	406.0
755.SSFA.L1.D5.07.06.11.lane1.NoIndex.L001	60998.0	75.0
755.LSSF.ALPHA.D10.23.06.11.lane1.NoIndex.L001	59859.0	309.0
755.SSFB.L1.2.D40.21.06.11.lane1.NoIndex.L001	56292.0	1918.0
755.SSFB.L1.D5.31.05.11.lane1.NoIndex.L001	60385.0	3995.0
755.SSFA.L1.D30.18.10.11.lane1.NoIndex.L001	40699.0	46.0
755.LSSF.GAMMA.D5.08.07.11.lane1.NoIndex.L001	62115.0	147.0
755.LSSF.BETA.D1.30.06.11.lane1.NoIndex.L001	85257.0	227.0
755.LSSF.ALPHA.D30.08.07.11.lane1.NoIndex.L001	54812.0	90.0
755.LSSF.GAMMA.D45.22.07.11.lane1.NoIndex.L001	48011.0	652.0
755.LSSF.ALPHA.D30.16.06.11.lane1.NoIndex.L001	51747.0	178.0
755.SSFA.L2.D40.31.05.11.lane1.NoIndex.L001	51329.0	404.0
755.LSSF.DELTA.D1.09.06.11.lane1.NoIndex.L001	53064.0	122.0
755.SSFA.L1.D3.07.06.11.lane1.NoIndex.L001	59104.0	76.0
755.SSFA.L2.D5.20.09.11.lane1.NoIndex.L001	42920.0	40.0
755.EFB.14.06.11.lane1.NoIndex.L001	53717.0	26560.0
755.SSFA.L2.D5.14.06.11.lane1.NoIndex.L001	48023.0	55.0
755.SSFB.L3.D20.19.07.11.lane1.NoIndex.L001	35038.0	61.0
755.LSSF.DELTA.D10.09.06.11.lane1.NoIndex.L001	53207.0	162.0
755.SSFA.L3.D40.19.07.11.lane1.NoIndex.L001	46525.0	127.0
755.SSFB.L1.3.D50.21.06.11.lane1.NoIndex.L001	60145.0	1846.0
755.SSFB.L1.D3.24.08.11.lane1.NoIndex.L001	45972.0	5.0
755.INA.19.07.11.lane1.NoIndex.L001	62609.0	756.0
755.SSFB.L3.3.D20.21.06.11.lane1.NoIndex.L001	47865.0	4714.0
755.SSF.uneven.mix6.lane3.NoIndex.L003	23283.0	3.0
755.SSFA.L3.2.D3.21.06.11.lane1.NoIndex.L001	44802.0	78.0
755.SSFB.L1.D5.18.10.11.lane1.NoIndex.L001	4913.0	4.0
755.SSFB.L3.2.D10.21.06.11.lane1.NoIndex.L001	54555.0	5580.0
755.SSFA.L3.D3.21.06.11.lane1.NoIndex.L001	45339.0	167.0
755.SSFB.L3.D3.20.09.11.lane1.NoIndex.L001	45265.0	318.0
755.EF.ALPHA.30.06.11.lane1.NoIndex.L001	55989.0	8494.0
755.SSFA.L3.2.D10.21.06.11.lane1.NoIndex.L001	46081.0	66.0
755.SSFB.L3.D30.07.06.11.lane1.NoIndex.L001	44974.0	34.0
755.LSSF.GAMMA.D5.02.06.11.lane1.NoIndex.L001	54295.0	194.0
755.LAB.IN.26.05.11.lane1.NoIndex.L001	64082.0	227.0
755.LSSF.GAMMA.D15.02.06.11.lane1.NoIndex.L001	53083.0	469.0
755.MP.Mock.bacteria.2.archae.lane3.NoIndex.L003	25629.0	1.0
755.LSSF.ZETA.D30.22.07.11.lane1.NoIndex.L001	55837.0	194.0
755.LSSF.DELTA.D15.09.06.11.lane1.NoIndex.L001	57260.0	166.0
755.SSFB.L3.D3.17.05.11.lane1.NoIndex.L001	67691.0	477.0
755.SSFA.L3.D5.07.06.11.lane1.NoIndex.L001	65048.0	90.0
755.SSFA.L1.D40.07.06.11.lane1.NoIndex.L001	59957.0	112.0
755.SSFB.L1.D3.19.07.11.lane1.NoIndex.L001	54054.0	499.0
755.SSFA.L3.D5.03.05.11.lane1.NoIndex.L001	57343.0	651.0
755.LSSF.GAMMA.D5.14.07.11.lane1.NoIndex.L001	70443.0	469.0
755.SSFA.L3.3.D40.21.06.11.lane1.NoIndex.L001	46712.0	118.0
755.LSSF.GAMMA.D10.22.07.11.lane1.NoIndex.L001	66071.0	677.0
755.LSSF.BETA.D10.16.06.11.lane1.NoIndex.L001	80813.0	609.0
755.SSFB.L1.D3.06.07.11.lane1.NoIndex.L001	61497.0	110.0
755.LAB.IN.30.06.11.lane1.NoIndex.L001	74622.0	210.0
755.SSFA.L2.D50.17.05.11.lane1.NoIndex.L001	68481.0	1612.0
755.SSFB.L3.D40.21.06.11.lane1.NoIndex.L001	39738.0	31.0
755.LSSF.ALPHA.D10.14.07.11.lane1.NoIndex.L001	66613.0	259.0
755.INA.17.05.11.lane1.NoIndex.L001	70947.0	17829.0
755.EFA.21.06.11.lane1.NoIndex.L001	74668.0	39622.0
755.SSFB.L1.D5.24.08.11.lane1.NoIndex.L001	48698.0	4.0
755.SSFA.L3.D5.19.07.11.lane1.NoIndex.L001	56387.0	67.0
755.SSFB.L3.D20.21.06.11.lane1.NoIndex.L001	44403.0	27.0
755.SSFB.L3.D20.26.07.11.lane1.NoIndex.L001	68941.0	6119.0
755.SSFB.L3.D1.18.10.11.lane1.NoIndex.L001	43093.0	692.0
755.SSFA.L3.D10.28.06.11.lane1.NoIndex.L001	52240.0	103.0
755.SSFB.L3.3.D5.21.06.11.lane1.NoIndex.L001	56396.0	3314.0
755.SSFB.L3.D5.24.08.11.lane1.NoIndex.L001	46079.0	36.0
755.SSFB.L1.D40.20.09.11.lane1.NoIndex.L001	54400.0	88.0
755.SSFA.L2.D20.19.04.11.lane1.NoIndex.L001	46721.0	177.0
755.SSFA.L2.D3.06.07.11.lane1.NoIndex.L001	66838.0	51.0
755.SSFA.L1.D10.21.06.11.lane1.NoIndex.L001	38859.0	24.0
755.LSSF.BETA.D30.14.07.11.lane1.NoIndex.L001	62747.0	142.0
755.SSFA.L3.D20.21.06.11.lane1.NoIndex.L001	47324.0	77.0
755.SSFA.L2.D30.28.06.11.lane1.NoIndex.L001	49396.0	46.0
755.LSSF.BETA.D15.14.07.11.lane1.NoIndex.L001	61817.0	293.0
755.SSFA.L1.D40.18.10.11.lane1.NoIndex.L001	24886.0	39.0
755.LSSF.ALPHA.D15.08.07.11.lane1.NoIndex.L001	70210.0	136.0
755.EFA.20.09.11.lane1.NoIndex.L001	67308.0	2.0
755.SSFB.L1.3.D10.21.06.11.lane1.NoIndex.L001	50425.0	1072.0
755.SSFA.MIX.2.19.04.11.lane3.NoIndex.L003	33370.0	30.0
755.SSFB.L1.D1.10.05.11.lane1.NoIndex.L001	26424.0	28.0
755.SSFA.L2.D20.17.05.11.lane1.NoIndex.L001	25508.0	1112.0
755.SSFB.L3.D20.14.06.11.lane1.NoIndex.L001	47348.0	78.0
755.SSFA.L2.D10.03.05.11.lane1.NoIndex.L001	48521.0	406.0
755.SSFB.L3.D30.17.05.11.lane1.NoIndex.L001	34497.0	293.0
755.LSSF.BETA.D20.09.06.11.lane1.NoIndex.L001	54782.0	670.0
755.LSSF.BETA.D5.30.06.11.lane1.NoIndex.L001	74619.0	170.0
755.LSSF.EPSILON.D30.22.07.11.lane1.NoIndex.L001	48549.0	644.0
755.LSSF.BETA.D5.16.06.11.lane1.NoIndex.L001	55533.0	131.0
755.SSFB.L3.D30.18.10.11.lane1.NoIndex.L001	34874.0	57.0
755.SSFB.L3.3.D3.21.06.11.lane1.NoIndex.L001	37721.0	354.0
755.LSSF.GAMMA.D30.30.06.11.lane1.NoIndex.L001	52110.0	732.0
755.INB.20.09.11.lane1.NoIndex.L001	55895.0	172.0
755.LSSF.BETA.D30.08.07.11.lane1.NoIndex.L001	72354.0	1786.0
755.LSSF.DELTA.D10.22.07.11.lane1.NoIndex.L001	55665.0	56.0
755.SSFB.L3.D10.17.05.11.lane1.NoIndex.L001	64015.0	728.0
755.LSSF.ALPHA.D30.14.07.11.lane1.NoIndex.L001	55622.0	211.0
755.LSSF.DELTA.D30.02.06.11.lane1.NoIndex.L001	49118.0	620.0
755.LAB.IN.09.06.11.lane1.NoIndex.L001	60941.0	4258.0
755.LSSF.ALPHA.D10.22.07.11.lane1.NoIndex.L001	65151.0	354.0
755.LSSF.EPSILON.D45.22.07.11.lane1.NoIndex.L001	45739.0	2098.0
755.SSFB.L3.D1.21.06.11.lane1.NoIndex.L001	57240.0	158.0
755.SSFA.L1.3.D20.21.06.11.lane1.NoIndex.L001	43478.0	65.0
755.LSSF.GAMMA.D5.22.07.11.lane1.NoIndex.L001	45656.0	680.0
755.SSFB.L3.D10.20.09.11.lane1.NoIndex.L001	49304.0	115.0
755.LSSF.BETA.D20.02.06.11.lane1.NoIndex.L001	84887.0	1153.0
755.SSFA.L3.D5.20.09.11.lane1.NoIndex.L001	35282.0	17.0
