	N	N_genus
940.RD.48.Ventral	24615.0	34.0
940.CR.30.Oral	39870.0	72.0
940.CR.22.Ventral	18260.0	8.0
940.CR.46.Fecal	122230.0	1.0
940.CR.34.Oral	55291.0	6.0
940.CR.35.Ventral	42242.0	15.0
940.RD.17.Ventral	74278.0	38.0
940.RD.04.Oral	71490.0	14.0
940.CR.54.Ventral	22069.0	8.0
940.CR.59.Ventral	34026.0	155.0
940.RD.04.Ventral	50089.0	3.0
940.RD.37.Oral	46195.0	31.0
940.CR.27.Oral	46162.0	29.0
940.CR.26.Gill	76110.0	124.0
940.RD.33.Oral	27391.0	259.0
940.CR.11.Gill	109005.0	85.0
940.CR.24.Ventral	34668.0	11.0
940.CR.13.Ventral	24290.0	1.0
940.W.03	14109.0	62.0
940.RD.04.Gill	26867.0	31.0
940.RD.32.Dorsal	5833.0	164.0
940.RD.10.Gill	21344.0	48.0
940.CR.Water	87204.0	22.0
940.CR.12.Ventral	27977.0	6.0
940.CR.35.Gill	29420.0	4.0
940.RD.01.Oral	52249.0	73.0
940.RD.41.Ventral	136111.0	7.0
940.CR.14.Ventral	94387.0	10.0
940.CR.35.Oral	56687.0	4.0
940.CR.28.Ventral	39457.0	46.0
940.RD.03.Oral	70818.0	22.0
940.CR.27.Ventral	44144.0	11.0
940.CR.25.Gill	80850.0	36.0
940.RD.05.Ventral	46172.0	17.0
940.RD.01.Ventral	53846.0	8.0
940.RD.38.Ventral	143870.0	19.0
940.CR.30.Gill	93701.0	31.0
807.W.F.11.a	48130.0	1.0
807.B.S.12.a	57473.0	20.0
807.BG.S.11.b	47691.0	4.0
807.C.S.12.b	47748.0	10.0
807.E.F.11.b	41713.0	3.0
807.E.S.12.a	48833.0	11.0
807.S.S.11.b	51621.0	9.0
807.S.F.10.b	56106.0	1.0
807.B.S.11.b	43211.0	7.0
807.BG.S.12.a	43435.0	5.0
807.C.F.10.a	55864.0	1.0
807.S.S.12.b	43585.0	5.0
807.W.S.12.b	46152.0	2.0
807.S.S.12.a	48507.0	14.0
807.E.F.10.b	47859.0	1.0
807.S.S.11.a	48936.0	9.0
807.B.S.12.b	48592.0	8.0
807.B.F.11.a	47623.0	1.0
807.C.S.11.a	49243.0	3.0
807.BG.S.11.a	50256.0	14.0
807.B.F.11.b	53642.0	4.0
807.C.S.12.a	38764.0	5.0
807.BG.S.12.b	49554.0	4.0
807.W.S.12.a	42744.0	6.0
807.C.S.11.b	43128.0	6.0
10246.L.I5	25938.0	9.0
10246.ER.B1	11339.0	1.0
10246.BI.D.I4	8301.0	5.0
10246.K.I2	19987.0	2.0
10246.HI.B1	7935.0	4.0
10246.VD.I5	36972.0	56.0
10246.PP.B14	8049.0	3.0
10246.BI.M.I2	7066.0	2.0
10246.BI.D.I5	6612.0	1.0
10246.PP.B2	7446.0	247.0
10246.HV.I5	25551.0	23.0
10246.VD.I3	27912.0	28.0
10246.PP.B12	8205.0	8.0
10246.FB.B1	8173.0	1.0
10246.PP.I10	7346.0	4.0
10246.PP.B9	8482.0	10.0
10246.ER.I6	10052.0	22.0
10246.BO2.I1	25750.0	62.0
10246.FB.B4	7433.0	1.0
10246.PP.I6	6950.0	11.0
10246.HI.B4	5691.0	1.0
10246.PP.B5	8572.0	259.0
10246.PP.B1	1276.0	11.0
10246.BO1.I8	20177.0	43.0
10246.VD.I2	44247.0	62.0
10246.PP.B6	6586.0	1.0
10246.VD.I4	19538.0	3.0
10246.L.I3	27327.0	5.0
10246.K.B1	28646.0	24.0
10246.HI.B5	11402.0	1.0
10246.HI.B3	9705.0	2.0
10246.PP.B10	7917.0	13.0
10246.PP.I7	9549.0	7.0
10246.ER.B4	10533.0	6.0
10246.HI.I2	12227.0	4.0
10246.PP.B11	8684.0	5.0
10246.PP.B13	8084.0	4.0
10246.PP.B3	6419.0	39.0
10246.BI.D.B5	8403.0	17.0
10246.FB.B2	7155.0	13.0
10246.BI.D.I2	13999.0	2.0
10246.BI.D.I3	8387.0	4.0
10246.L.I4	32223.0	38.0
10246.ER.I7	5632.0	5.0
10246.PP.I4	6025.0	1.0
10246.PP.I2	9642.0	8.0
10246.ER.I10	5826.0	170.0
10246.PP.B8	9297.0	4.0
10246.BI.D.I1	8501.0	2.0
10246.L.I2	29638.0	14.0
10246.KS.B1	30065.0	13.0
10246.PP.I5	9858.0	3.0
10246.KS.I1	27759.0	11.0
10246.BI.M.B2	6271.0	1.0
10246.ER.I8	7785.0	28.0
10246.ER.I5	8514.0	6.0
10246.PP.I13	6188.0	1.0
10246.PP.B4	11645.0	144.0
10246.VD.B1	23010.0	7.0
659.NZFACE.R6.Browntop	176077.0	406.0
659.NZFACE.R2.Browntop	164927.0	369.0
659.NZFACE.R5.warm	148028.0	232.0
659.NZFACE.R2.control.23.4	134079.0	58.0
659.NZFACE.R5.Ryegrass	160087.0	209.0
659.NZFACE.R3.Ryegrass.19.7	209941.0	170.0
659.NZFACE.R1.warm	187067.0	95.0
659.NZFACE.R6.control	158058.0	85.0
659.NZFACE.R1.control.19.4	206874.0	449.0
659.NZFACE.R3.control.19.4	171744.0	128.0
659.NZFACE.R3.Browntop	173589.0	149.0
659.NZFACE.R4.Browntop	207919.0	544.0
659.NZFACE.R4.control.19.8	104370.0	55.0
659.NZFACE.R5.Browntop	139067.0	106.0
659.NZFACE.R6.warm	183824.0	115.0
659.NZFACE.R3.warm	213334.0	129.0
659.NZFACE.R6.Ryegrass	242493.0	478.0
659.NZFACE.R1.Ryegrass.26.4	214314.0	321.0
659.NZFACE.R4.warm	111915.0	89.0
659.NZFACE.R4.Ryegrass.16.4	167979.0	329.0
659.NZFACE.R1.Browntop	545858.0	2804.0
659.NZFACE.R2.Ryegrass.24.4	168334.0	133.0
659.NZFACE.R2.warm	189676.0	104.0
10145.NB.3C	26333.0	1.0
10145.3rd.5A	210730.0	1.0
10145.3rd.3.5A	139476.0	58.0
10145.WB.1B.SO	182871.0	1.0
10145.2nd.2C.SO	120192.0	1.0
10145.7th.5B	253642.0	1.0
10145.3rd.4A	102616.0	66.0
10145.3rd.3B	90437.0	44.0
10145.3rd.3A	102826.0	58.0
10145.WB.3B	153205.0	9.0
10145.NB.4B	143681.0	7.0
10145.2nd.1A.SO	102598.0	1.0
10145.3rd.2C	91030.0	56.0
10145.7th.2.5A	59101.0	9.0
10145.3rd.1C	203296.0	2.0
10145.7th.2.5C	103358.0	5.0
10145.WB.5B	270027.0	1.0
10145.2nd.5B	79460.0	36.0
10145.WB.4A	204080.0	5.0
10145.NB.5A	206362.0	1.0
10145.NB.5B	226871.0	1.0
10145.3rd.5C	245555.0	2.0
10145.2nd.4C	12222.0	2.0
10145.3rd.3.5B	184079.0	37.0
10145.7th.5A	236498.0	3.0
10145.3rd.3.5C	135878.0	9.0
10145.3rd.4B	154533.0	21.0
10145.WB.5C	235195.0	3.0
10145.3rd.5B	205958.0	4.0
10145.2nd.1C	41249.0	63.0
10145.2nd.3C	4180.0	110.0
10145.2nd.3B.SO	131984.0	2.0
10145.3rd.2A	75105.0	52.0
10145.7th.1A	158423.0	6.0
1056.Myr.tri.Seat.13.04I17	9607.0	46.0
1056.Myr.tri.Mont.1.1	15947.0	2.0
1056.Pri.max.Seat.3.04L11	13356.0	1.0
1056.Man.pen.Leip.2	19115.0	1.0
1056.Ory.afe.Colch.4	22212.0	220.0
1056.Ory.afe.Colch.2	21068.0	1.0
1056.Ory.afe.Colch.1	18120.0	1.0
1056.Ory.afe.Colch.6	15980.0	3.0
1056.Myr.tri.Seat.12.04F01	15025.0	2.0
1056.Das.nov.Flori.8	13085.0	1.0
1056.Myr.tri.Seat.5.3502	18263.0	19.0
1056.Man.pen.Leip.1	15859.0	5.0
1056.Das.nov.Flori.10	12468.0	2.0
1056.Ory.afe.Colch.3	22237.0	37.0
1056.Ory.afe.Colch.5	17568.0	10.0
1056.Das.nov.Flor.4	16698.0	1.0
1056.Myr.tri.Seat.1.03E03	18629.0	9.0
1056.Myr.tri.Seat.16.04I10	17687.0	429.0
1056.Myr.tri.Seat.4.03H10	15574.0	3.0
910.PorLT3	29122.0	40.0
910.AcrTA4	23893.0	1.0
910.AcrTA3	71351.0	12.0
910.CuracaoHypoxia2	64272.0	4.0
910.AcrLT1	64933.0	8.0
910.CuracaoCCA1C	117442.0	1.0
910.AcrC6	67010.0	1.0
910.CuracaoCCA2A	58580.0	718.0
1530.NC.C.U4.D9.95	528602.0	4.0
1530.NC.C.U4.D1.80	376848.0	424.0
1530.NC.2004.B2.D5.9	478325.0	1.0
1530.NC.C.U2.D1.61	402662.0	532.0
1530.NC.2004.B2.D2.3	562362.0	53.0
1530.NC.2004.B4.D3.25	377546.0	27.0
1530.NC.C.U2.D1.62	192639.0	292.0
1530.NC.C.U1.D3.46	427633.0	632.0
1530.NC.2004.B4.D3.26	402205.0	26.0
1530.NC.C.U2.D9.75	560959.0	7.0
1530.NC.C.U4.D4.85	541192.0	376.0
1530.NC.2004.B4.D6.32	415935.0	2.0
1530.NC.C.U4.D8.94	353079.0	1.0
1530.NC.C.U4.D6.90	207019.0	1.0
1530.NC.2004.B2.D3.6	194723.0	103.0
1530.NC.C.U4.D2.81	472400.0	2.0
1530.NC.2004.B4.D2.24	239407.0	121.0
1530.NC.C.U4.D9.96	322891.0	1.0
1530.NC.C.U1.D1.41	601110.0	753.0
1530.NC.2004.B4.D5.30	643237.0	4.0
1530.NC.C.U4.D5.87	380627.0	1.0
1530.NC.2004.B2.D7.13	2310490.0	7.0
1530.NC.C.U2.D4.67	375032.0	19.0
1530.NC.C.U2.D6.72	472482.0	1.0
1530.NC.2004.B4.D5.29	441635.0	2.0
1530.NC.C.U4.D7.92	362807.0	1.0
1530.NC.2004.B4.D1.22	263938.0	134.0
1530.NC.C.U1.D9.57	410570.0	19.0
1530.NC.2004.B4.D7.34	338679.0	2.0
1530.NC.2004.B4.D4.28	483067.0	9.0
1530.NC.C.U2.D7.74	380149.0	1.0
1530.NC.2004.B4.D2.23	201899.0	81.0
1530.NC.C.U1.D6.51	633878.0	4.0
1530.NC.C.U1.D5.49	408885.0	30.0
1530.NC.2004.B2.D8.15	644252.0	4.0
1530.NC.2004.B4.D8.36	281414.0	28.0
1530.NC.C.U4.D2.82	757253.0	5.0
1530.NC.C.U1.D9.58	206086.0	2.0
1530.NC.2004.B4.D8.35	334572.0	15.0
1530.NC.2004.B2.D4.8	435169.0	17.0
1530.NC.C.U2.D5.70	424709.0	6.0
1530.NC.C.U2.D10.78	376438.0	1.0
1530.NC.C.U1.D1.42	434453.0	549.0
1530.NC.C.U2.D4.68	465558.0	40.0
1530.NC.C.U1.D3.45	494602.0	847.0
1530.NC.2004.B2.D9.18	508338.0	5.0
1530.NC.2004.B2.D9.17	373773.0	4.0
1530.NC.C.U2.D3.66	489885.0	163.0
1530.NC.2004.B4.D9.38	444059.0	6.0
1530.NC.C.U4.D8.93	240647.0	1.0
1530.NC.2004.B4.D9.37	474283.0	5.0
1530.NC.C.U2.D9.76	475350.0	9.0
1530.NC.2004.B2.D6.12	636693.0	3.0
1530.NC.C.U1.D5.50	802194.0	84.0
1530.NC.C.U1.D4.48	793847.0	65.0
1530.NC.2004.B2.D2.4	624623.0	65.0
1530.NC.C.U4.D1.79	556637.0	440.0
1530.NC.C.U1.D2.43	305395.0	2.0
1530.NC.C.U1.D10.59	327923.0	9.0
1530.NC.2004.B2.D4.7	424234.0	11.0
1530.NC.C.U1.D6.52	434008.0	7.0
1530.NC.2004.B2.D1.1	476114.0	21.0
1530.NC.2004.B2.D10.19	758436.0	27.0
1530.NC.2004.B2.D8.16	660558.0	2.0
1530.NC.C.U1.D4.47	476488.0	41.0
1530.NC.2004.B4.D7.33	326673.0	2.0
1530.NC.C.U4.D7.91	312740.0	1.0
1530.NC.2004.B4.D4.27	513814.0	9.0
1530.NC.2004.B4.D6.31	715796.0	5.0
1530.NC.2004.B2.D6.11	884768.0	7.0
1530.NC.2004.B2.D1.2	464154.0	27.0
1530.NC.C.U4.D4.86	542384.0	486.0
1530.NC.C.U2.D2.63	1169832.0	2.0
1530.NC.C.U2.D10.77	373587.0	7.0
1530.NC.C.U4.D3.84	637751.0	294.0
1530.NC.C.U2.D3.65	454937.0	163.0
1530.NC.2004.B2.D7.14	694775.0	2.0
1530.NC.C.U4.D10.98	550935.0	5.0
1530.NC.2004.B2.D10.20	486161.0	19.0
1530.NC.2004.B4.D1.21	277221.0	125.0
1530.NC.C.U2.D5.69	405426.0	1.0
1530.NC.C.U4.D10.97	313254.0	3.0
1530.NC.C.U4.D3.83	487593.0	206.0
1530.NC.C.U4.D6.89	321269.0	2.0
804.LS11.71a	211724.0	52.0
804.3871.1241	154042.0	41.0
804.3872.1530B	49748.0	2.0
804.H08.073105.R2238	153225.0	2.0
804.Julie.5	232107.0	11.0
804.3651.1123B	237355.0	5.0
804.3869.1446	223548.0	1.0
804.LS11.69	125235.0	12.0
804.3867.1228.5	260854.0	16.0
804.H05.072905.R0229B	254303.0	15.0
804.073105.bio1slurpA1.2109.3.1	197915.0	126.0
804.Julie.7	100061.0	1.0
804.H03.072605.R2252	188704.0	1.0
804.H02.072605.R0621	251232.0	1.0
804.3867.1228.2	188587.0	2.0
804.3876.1104	186229.0	2.0
804.LS11.130	99521.0	10.0
804.3876.1113	162480.0	10.0
804.3862.1325	169922.0	67.0
804.3876.1436	147136.0	3.0
804.H06.073005.Bio2slurpA2.0326	83662.0	56.0
804.H03.072705.R0229	287913.0	2.0
804.H07.073105.R1053.red.coating	209437.0	1.0
804.LS11.71	287056.0	1.0
804.Julie.6	74829.0	1.0
804.073105.bio1slurpA1.2109.2.1	141019.0	28.0
804.H08.080105.Bio5slurpB1.0428.2.1	185794.0	31.0
804.3881.1228.1	170272.0	1.0
804.073105.bio1slurpA1.2109.1.1	156832.0	7.0
804.H08.080105.Bio5slurpB1.0428.3.1	209884.0	2.0
804.3869.1404	74612.0	23.0
804.3651.1231	191411.0	1.0
925.IC5z	10928.0	2.0
925.II2x	8773.0	1.0
925.SD2z	13142.0	2.0
925.IL3z	12300.0	1.0
925.SD1x	26608.0	247.0
925.SC5x	24093.0	10.0
925.IF5x	11718.0	1.0
925.IC1z	11297.0	1.0
925.SA2x	20610.0	2.0
925.II2y	10649.0	6.0
925.SD3y	18579.0	5.0
925.SD1y	21621.0	185.0
925.SC5z	17840.0	1.0
925.IN3x	20572.0	1.0
925.ID4y	11135.0	1.0
925.II2z	9507.0	1.0
925.IC1y	10047.0	1.0
925.SD3x	19712.0	73.0
925.IB4y	10973.0	1.0
925.SC5y	23853.0	2.0
925.IN5x	23537.0	12.0
925.IK4x	5741.0	1.0
925.IJ1y	7716.0	1.0
861.C13.5.jul09	51163.0	8.0
861.H10.mar09	47419.0	7.0
861.H10.4.jul09	71029.0	16.0
861.X70.jul09	55905.0	4.0
861.H4.mar09	39103.0	1.0
861.C18.jul09	50896.0	35.0
861.X83.dec08	65097.0	2.0
861.C15.dec08	52714.0	12.0
861.X60.dec08	68982.0	2.0
861.U10.jul09	73898.0	20.0
861.X10.jul09	59548.0	2.0
861.H4.jul09	64485.0	29.0
861.X52.jul09	64468.0	5.0
861.C17.dec08	80358.0	3015.0
861.CS.dec08	45739.0	11.0
861.XS.dec08	42182.0	7.0
861.X10.mar09	58601.0	18.0
861.C4.mar09	79165.0	122.0
805.pH.6.5.year.2006	115287.0	21.0
805.pH.7.0.year.2007	94623.0	6.0
805.pH.4.5.year.2006	119655.0	161.0
805.pH.7.0.year.2006	104710.0	12.0
805.pH.6.0.year.2006	128144.0	21.0
805.pH.5.5.year.2006	113716.0	26.0
805.pH.4.5.year.2007	113889.0	167.0
805.pH.6.5.year.2007	120996.0	31.0
805.pH.5.0.year.2007	95542.0	92.0
805.pH.6.0.year.2007	97539.0	23.0
805.pH.5.0.year.2006	113050.0	89.0
805.pH.7.5.year.2006	108820.0	14.0
2300.BB.4087.colon	167986.0	2.0
2300.BB.2149.anus	111749.0	5.0
2300.BB.15.anus	116357.0	34.0
2300.BB.03.anus	133866.0	7.0
2300.BB.4067.anus	51833.0	29.0
2300.BB.2213.anus	164007.0	8.0
2300.BB.4021.anus	131488.0	15.0
2300.BB.4064.lavageRNA	77000.0	1.0
2300.BB.4064.anus	103608.0	28.0
2300.BB.11.anus	32920.0	6.0
2300.BB.12.anus	43552.0	1.0
2300.BB.4061.anus	107473.0	215.0
2300.BB.2150.anus	89468.0	69.0
2300.BB.05.anus	152508.0	5.0
2300.BB.08.anus	106467.0	8.0
2300.BB.4064.colon	127132.0	19.0
2300.BB.07.anus	130476.0	106.0
2300.BB.4087.anus	136594.0	17.0
2300.BB.04.anus	104078.0	7.0
662.M3	165334.0	2.0
1064.G.CV343	21839.0	1.0
1064.H.CV263	19674.0	309.0
1064.G.CV25	24517.0	1.0
1064.G.CV11	25384.0	1.0
1064.G.CV211	25585.0	23.0
1064.W.CV126	17619.0	1.0
1064.H.CV92	13220.0	1.0
1064.H.CV345	23297.0	3.0
1064.H.CJV201	19184.0	76.0
1064.H.CV03	22661.0	1.0
1064.H.CV239	20461.0	1.0
1064.G.CV92	22702.0	1.0
808.UT.15.45.s.4.1.sequences	148094.0	18.0
808.AK.19.18a.s.4.1.sequences	148279.0	81.0
808.HI.20.11a.s.4.1.sequences	104726.0	11.0
808.FL.3.16a.s.4.1.sequences	92484.0	10.0
808.FL.3.14a.s.4.1.sequences	100197.0	1.0
808.UT.15.44.s.4.1.sequences	160094.0	41.0
808.UT.15.42.s.4.1.sequences	304043.0	71.0
808.AK.19.15a.s.4.1.sequences	245437.0	448.0
808.AK.19.12a.s.4.1.sequences	156484.0	43.0
808.FL.3.13a.s.4.1.sequences	117165.0	2.0
933.T.3.1.H.P.2	155550.0	1.0
933.N.2.3.S.E.3	84002.0	1.0
933.T.3.1.H.P.1	128845.0	2.0
933.Phylospora.comosa.1.5	77005.0	1.0
933.T.3.1.S.E.1	169858.0	2.0
933.W.1.1.H.E.5	139430.0	1.0
933.Bu176	122369.0	1.0
933.T.3.1.H.E.3	144021.0	37.0
933.T.3.2.H.E.5	155615.0	36.0
933.W.1.3.H.E.2	148580.0	7.0
933.T.3.2.H.P.1	162525.0	4.0
933.T.3.2.H.E.4	154047.0	2.0
933.T.3.1.H.E.5	150871.0	108.0
933.T.2.2.S.E.4	153361.0	1.0
933.T.1.1.S.E.4	129454.0	2.0
933.T.3.2.H.E.2	150530.0	4.0
933.Phylospora.comosa.3.5	183659.0	2.0
933.T.3.1.H.P.3	131891.0	1.0
933.N.2.3.S.E.5	145143.0	55.0
933.T.1.1.H.E.4	123097.0	28.0
933.T.2.1.H.P.5	106386.0	2.0
933.T.1.2.H.E.2	162791.0	8.0
933.T.1.1.S.E.1	140640.0	3.0
933.T.2.2.H.P.4	115950.0	5.0
933.N.2.2.H.E.3	163560.0	2.0
933.Phylospora.comosa.3.2	83787.0	1.0
933.T.3.2.H.P.3	135937.0	5.0
933.T.3.3.H.P.4	166348.0	1.0
933.BuI	150520.0	1.0
933.W.1.3.H.E.1	127478.0	4.0
933.BuP	91004.0	4.0
933.W.2.3.H.E.3	181211.0	1.0
933.N.2.2.H.E.1	130487.0	1.0
933.Phylospora.comosa.4.5	49402.0	3.0
933.T.3.1.H.E.4	157858.0	1.0
933.BbB	141477.0	2.0
933.T.1.2.H.E.1	147997.0	1.0
933.W.1.2.H.E.3	127868.0	3.0
933.Phylospora.comosa.4.1	165637.0	3.0
933.BbK	40170.0	38.0
933.T.2.3.H.E.2	156946.0	1.0
933.T.3.1.S.E.4	169258.0	1.0
933.T.3.2.H.P.5	139071.0	4.0
933.BbE	166514.0	2.0
933.N.2.3.S.E.2	186355.0	1.0
933.T.2.3.H.P.5	175721.0	10.0
933.N.3.2.H.E.5	103549.0	25.0
933.BbM	70038.0	27.0
933.T.2.2.H.P.5	158388.0	1.0
933.Phylospora.comosa.2.5	76409.0	249.0
933.T.3.1.S.E.3	157389.0	4.0
933.BuG	263528.0	373.0
933.T.3.2.H.P.4	119643.0	1.0
10180.G6II	112791.0	6.0
10180.A1III	38122.0	1.0
10180.D5I	71834.0	16.0
10180.J4I	68910.0	3.0
10180.K5III	95049.0	3.0
10180.J7I	175819.0	46.0
10180.A15II	528980.0	55.0
10180.L3I	200377.0	11.0
10180.B4III	94673.0	167.0
10180.K6IV	42632.0	1.0
10180.F9V	141634.0	5.0
10180.J9IV	73160.0	6.0
10180.J9III	93007.0	1.0
10180.J10IV	114835.0	4.0
10180.A4II	34631.0	1.0
10180.B3I	70016.0	5.0
10180.B6I	87308.0	8.0
10180.F2I	152453.0	85.0
10180.A12I	61613.0	6.0
10180.A14V	395800.0	52.0
10180.A7II	118240.0	98.0
10180.B5I	57652.0	6.0
10180.D4IV	85121.0	70.0
10180.A7I	97885.0	17.0
10180.A5II	79762.0	3.0
10180.I4IV	177261.0	12.0
10180.F2II	74720.0	31.0
10180.D2III	72809.0	16.0
10180.J7IV	131063.0	17.0
10180.L6I	98202.0	2.0
10180.A8II	224342.0	9.0
10180.A8I	54378.0	1.0
10180.A15I	536264.0	180.0
10180.A13I	349224.0	20.0
10180.J1I	119001.0	1.0
10180.A5III	80544.0	56.0
10180.J6IV	131605.0	13.0
10180.F12II	291838.0	14.0
10180.G8II	127905.0	9.0
10180.A3V	114640.0	15.0
10180.D1II	231613.0	62.0
10180.A3III	42056.0	4.0
10180.F4I	136159.0	74.0
10180.J3III	156334.0	2.0
10180.L5II	153261.0	1.0
10180.K2III	25415.0	17.0
10180.F10II	159064.0	4.0
10180.F1III	213787.0	1.0
10180.A17II	38717.0	3.0
10180.I10II	110193.0	10.0
10180.A10I	139623.0	1.0
10180.I9II	99260.0	1.0
10180.G4IV	183424.0	14.0
10180.A2I	80362.0	25.0
10180.K5I	88520.0	9.0
10180.B4I	77955.0	27.0
10180.K2IV	23568.0	21.0
10180.F6II	162223.0	1.0
10180.D1I	53114.0	6.0
10180.J2II	97612.0	1.0
10180.A17III	70085.0	38.0
10180.A6I	121405.0	17.0
10180.A11I	78071.0	1.0
10180.F4III	164394.0	1.0
10180.F12I	228315.0	4.0
10180.A4V	72753.0	9.0
10180.A18III	124758.0	2.0
10180.G4II	216692.0	49.0
10180.F7II	71016.0	2.0
10180.F3I	103184.0	5.0
10180.J10II	98482.0	14.0
10180.A9I	210701.0	30.0
10180.J4III	57013.0	6.0
10180.A6II	317408.0	333.0
1795.CL.WT.Fec	134072.0	22.0
1795.W.TG.Abd	119845.0	174.0
1795.R.WT.Fec	98473.0	5.0
1795.J.J.WTCol	172211.0	1.0
1795.CL.WT.Col	81391.0	21.0
1795.BJ.WT.Oral	89370.0	1.0
1795.J.A.K.WT.Con1	84007.0	14.0
1795.J.J.WTIle	37957.0	126.0
1795.BLANK11	163588.0	37.0
1795.CL.WT.Con1	63189.0	43.0
1795.JL.TG.Oral	59300.0	106.0
1795.ECWT.Col	22967.0	3.0
1795.ECWT.Con1	141141.0	82.0
755.LAB.IN.22.07.11.lane1.NoIndex.L001	53951.0	74.0
755.SSFA.L1.3.D10.21.06.11.lane1.NoIndex.L001	54200.0	4.0
755.SSFA.L3.3.D5.21.06.11.lane1.NoIndex.L001	42805.0	51.0
755.SSFB.L3.D30.10.05.11.lane1.NoIndex.L001	34676.0	8.0
755.EFB.10.05.11.lane1.NoIndex.L001	83213.0	22.0
755.EFA.31.05.11.lane1.NoIndex.L001	65198.0	147.0
755.SSFA.L2.D1.26.07.11.lane1.NoIndex.L001	56871.0	81.0
755.EF.GAMMA.26.05.11.lane1.NoIndex.L001	67458.0	92.0
755.SSFA.L3.D20.17.05.11.lane1.NoIndex.L001	54076.0	13.0
755.SSFA.L2.D1.28.06.11.lane1.NoIndex.L001	45796.0	62.0
755.LSSF.DELTA.D15.08.07.11.lane1.NoIndex.L001	56415.0	7.0
755.SSFA.L2.D30.21.06.11.lane1.NoIndex.L001	29994.0	1.0
755.SSFA.L1.2.D30.21.06.11.lane1.NoIndex.L001	64101.0	5.0
755.SSFA.L2.D5.26.07.11.lane1.NoIndex.L001	55381.0	171.0
755.SSFB.L3.2.D1.21.06.11.lane1.NoIndex.L001	61584.0	861.0
755.LSSF.ALPHA.D10.16.06.11.lane1.NoIndex.L001	67166.0	15.0
755.SSFB.L3.D30.19.07.11.lane1.NoIndex.L001	46508.0	15.0
755.SSFB.L3.3.D1.21.06.11.lane1.NoIndex.L001	55322.0	473.0
755.SSFA.L1.D1.21.06.11.lane1.NoIndex.L001	38532.0	1.0
755.SSFA.L1.3.D30.21.06.11.lane1.NoIndex.L001	71795.0	19.0
755.LSSF.DELTA.D15.14.07.11.lane1.NoIndex.L001	57745.0	71.0
755.LSSF.ALPHA.D1.23.06.11.lane1.NoIndex.L001	67623.0	7.0
755.SSFA.L3.D40.18.10.11.lane1.NoIndex.L001	38740.0	6.0
755.SSFA.L3.D10.10.05.11.lane1.NoIndex.L001	53937.0	5.0
755.LSSF.BETA.D20.08.07.11.lane1.NoIndex.L001	71662.0	4.0
755.SSFB.L3.D1.31.05.11.lane1.NoIndex.L001	59575.0	37.0
755.LSSF.EPSILON.D10.22.07.11.lane1.NoIndex.L001	65428.0	11.0
755.LSSF.GAMMA.D10.02.06.11.lane1.NoIndex.L001	60461.0	11.0
755.INB.24.08.11.lane1.NoIndex.L001	54792.0	1.0
755.SSFB.L1.3.D3.21.06.11.lane1.NoIndex.L001	58824.0	28.0
755.LSSF.GAMMA.D20.23.06.11.lane1.NoIndex.L001	56784.0	6.0
755.LSSF.DELTA.D20.30.06.11.lane1.NoIndex.L001	59860.0	18.0
755.SSFA.L3.D50.31.05.11.lane1.NoIndex.L001	55339.0	71.0
755.INA.28.06.11.lane1.NoIndex.L001	67942.0	3.0
755.LSSF.THETA.D1.22.07.11.lane1.NoIndex.L001	47622.0	4.0
755.LSSF.ALPHA.D45.16.06.11.lane1.NoIndex.L001	42461.0	3.0
755.EF.DELTA.30.06.11.lane1.NoIndex.L001	43194.0	4.0
755.LSSF.EPSILON.D1.22.07.11.lane1.NoIndex.L001	49128.0	5.0
755.SSFB.L1.2.D30.21.06.11.lane1.NoIndex.L001	56094.0	355.0
755.SSFB.L3.D5.12.07.11.lane1.NoIndex.L001	42547.0	1.0
755.EFA.24.08.11.lane1.NoIndex.L001	52004.0	32.0
755.SSFA.L2.D40.21.06.11.lane1.NoIndex.L001	35385.0	1.0
755.EF.BETA.09.06.11.lane1.NoIndex.L001	67689.0	26.0
755.LSSF.GAMMA.D30.09.06.11.lane1.NoIndex.L001	57507.0	50.0
755.LSSF.DELTA.D10.02.06.11.lane1.NoIndex.L001	47949.0	12.0
755.LSSF.ALPHA.D10.30.06.11.lane1.NoIndex.L001	71974.0	8.0
755.SSFB.L3.D40.19.07.11.lane1.NoIndex.L001	51726.0	5.0
755.LSSF.ALPHA.D45.30.06.11.lane1.NoIndex.L001	60744.0	14.0
755.LSSF.BETA.D1.08.07.11.lane1.NoIndex.L001	77428.0	7.0
755.SSFA.L2.D50.24.08.11.lane1.NoIndex.L001	58193.0	3.0
755.LSSF.GAMMA.D45.09.06.11.lane1.NoIndex.L001	47672.0	104.0
755.LSSF.ALPHA.D15.22.07.11.lane1.NoIndex.L001	61541.0	10.0
755.SSFB.L3.2.D30.21.06.11.lane1.NoIndex.L001	48913.0	93.0
755.SSFA.L3.D5.14.06.11.lane1.NoIndex.L001	31613.0	3.0
755.SSFB.L3.D50.31.05.11.lane1.NoIndex.L001	55847.0	177.0
755.LSSF.ALPHA.D30.30.06.11.lane1.NoIndex.L001	70305.0	8.0
755.SSFA.L1.D20.17.05.11.lane1.NoIndex.L001	86791.0	20.0
755.LSSF.DELTA.D1.08.07.11.lane1.NoIndex.L001	60218.0	7.0
755.SSFA.L1.D50.10.05.11.lane1.NoIndex.L001	81632.0	1.0
